parallel_changed_file_num,commit_num,file_added,file_removed,file_renamed,file_modified,file_copied,line_added,line_removed,developer_num,duration,commit_density,add_frequency,bug_frequency,change_frequency,delete_frequency,document_frequency,feature_frequency,fix_frequency,improve_frequency,refactor_frequency,remove_frequency,update_frequency,use_frequency,messages_min,messages_max,messages_mean,messages_median
0.000000,22.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.000000,48.000000,45.000000,48.000000
0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,13.000000,22.000000,1.000000,-1.000000,-154.000000,6.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,5.000000,0.000000,23.000000,201.000000,57.000000,37.000000
0.000000,7.000000,2.000000,0.000000,0.000000,-24.000000,0.000000,-74.000000,-178.000000,-1.000000,540.000000,0.000000,3.000000,0.000000,2.000000,0.000000,2.000000,1.000000,6.000000,0.000000,1.000000,2.000000,0.000000,0.000000,20.000000,78.000000,51.052632,49.000000
0.000000,24.000000,10.000000,7.000000,0.000000,539.000000,0.000000,15488.000000,15276.000000,1.000000,-29.000000,87.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,2.000000,1.000000,0.000000,3.000000,1.000000,9.000000,112.000000,43.681818,42.000000
0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,50.000000,2.000000,1.000000,-16.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,44.000000,44.000000,44.000000,44.000000
0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,-8.000000,-36.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,23.000000,23.000000,23.000000,23.000000
0.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,319.000000,561.000000,-1.000000,-4.000000,28.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,54.000000,54.000000,54.000000,54.000000
0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,8.000000,19.000000,1.000000,-24.000000,-4.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,2.000000,2.000000,2.000000,15.000000,148.000000,48.350000,45.000000
0.000000,15.000000,-24.000000,0.000000,0.000000,-40.000000,0.000000,-4613.000000,-137.000000,-2.000000,-13.000000,-226.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.000000,54.000000,35.428571,31.000000
0.000000,10.000000,3.000000,2.000000,0.000000,-6.000000,0.000000,-76.000000,-97.000000,-1.000000,2.000000,-36.000000,1.000000,2.000000,2.000000,0.000000,0.000000,5.000000,9.000000,0.000000,0.000000,1.000000,3.000000,0.000000,12.000000,118.000000,34.200000,29.000000
0.000000,11.000000,0.000000,0.000000,0.000000,-13.000000,0.000000,-1.000000,-6.000000,-1.000000,3027.000000,2.000000,11.000000,1.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.000000,84.000000,48.350000,45.500000
2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,2.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,17.000000,231.000000,89.600000,68.000000
0.000000,100.000000,-29.000000,-10.000000,0.000000,-840.000000,0.000000,-5343.000000,-3615.000000,-23.000000,116.000000,1.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,6.000000,0.000000,1.000000,1.000000,0.000000,0.000000,6.000000,78.000000,33.678571,27.000000
0.000000,1.000000,1.000000,0.000000,0.000000,7.000000,0.000000,143.000000,3.000000,1.000000,-8.000000,-3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,114.000000,53.111111,46.000000
0.000000,7.000000,-2.000000,0.000000,0.000000,-8.000000,0.000000,-19.000000,12.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,5.000000,104.000000,35.037037,40.000000
0.000000,12.000000,0.000000,0.000000,0.000000,-12.000000,0.000000,-190.000000,-35.000000,-3.000000,2184.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,17.000000,24.000000,22.000000,23.500000
0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,70.000000,0.000000,1.000000,0.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,15.000000,99.000000,65.466667,66.000000
0.000000,94.000000,-74.000000,-173.000000,0.000000,-1642.000000,0.000000,-20489.000000,-33334.000000,-17.000000,112.000000,1.000000,4.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,2.000000,0.000000,3.000000,31.000000,297.000000,99.700000,65.500000
0.000000,3.000000,3.000000,0.000000,0.000000,9.000000,0.000000,2807.000000,2489.000000,1.000000,-100.000000,6.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,74.000000,46.846154,51.000000
0.000000,28.000000,-175.000000,-55.000000,0.000000,-908.000000,0.000000,-32818.000000,-16138.000000,0.000000,0.000000,-1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,58.000000,54.000000,54.000000
9.000000,19.000000,-9.000000,0.000000,0.000000,-78.000000,0.000000,-450.000000,-149.000000,-1.000000,0.000000,-3.000000,3.000000,0.000000,4.000000,0.000000,0.000000,0.000000,7.000000,0.000000,0.000000,0.000000,1.000000,3.000000,20.000000,194.000000,65.466667,49.000000
0.000000,2.000000,0.000000,1.000000,0.000000,4.000000,0.000000,150.000000,190.000000,1.000000,0.000000,-4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,67.000000,49.250000,60.000000
3.000000,7.000000,0.000000,0.000000,0.000000,-28.000000,0.000000,-142.000000,-47.000000,-1.000000,14.000000,-1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.000000,72.000000,46.166667,44.500000
1.000000,7.000000,-40.000000,-33.000000,0.000000,-22.000000,0.000000,-5842.000000,-5451.000000,-2.000000,-1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47.000000,50.000000,48.500000,48.500000
