parallel_changed_file_num,commit_num,file_added,file_removed,file_renamed,file_modified,file_copied,line_added,line_removed,developer_num,duration,commit_density,add_frequency,bug_frequency,change_frequency,delete_frequency,document_frequency,feature_frequency,fix_frequency,improve_frequency,refactor_frequency,remove_frequency,update_frequency,use_frequency,messages_min,messages_max,messages_mean,messages_median
0.000000,387.000000,-724.000000,-525.000000,0.000000,-3821.000000,0.000000,-214211.000000,-183840.000000,7.000000,-333.000000,3.000000,4.000000,0.000000,3.000000,0.000000,6.000000,0.000000,3.000000,2.000000,0.000000,3.000000,0.000000,1.000000,23.000000,92.000000,45.904762,48.000000
0.000000,3.000000,-2.000000,0.000000,0.000000,-1.000000,0.000000,-177.000000,-1.000000,-1.000000,0.000000,-532.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,1.000000,0.000000,1.000000,2.000000,11.000000,131.000000,33.678571,21.000000
0.000000,4.000000,-3.000000,0.000000,0.000000,3.000000,0.000000,22.000000,19.000000,-1.000000,31.000000,6.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,30.000000,56.000000,44.000000,45.000000
1.000000,70.000000,-10.000000,-2.000000,0.000000,-469.000000,0.000000,-2440.000000,-1888.000000,-21.000000,-104.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,2.000000,0.000000,2.000000,21.000000,80.000000,48.090909,45.000000
0.000000,2.000000,2.000000,0.000000,0.000000,4.000000,0.000000,14.000000,3.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.000000,67.000000,67.000000,67.000000
0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,2.000000,2.000000,1.000000,-23.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,0.000000,1.000000,25.000000,69.000000,45.904762,43.000000
0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,24.000000,13.000000,1.000000,-3.000000,-43.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,17.000000,42.000000,29.500000,29.500000
0.000000,17.000000,9.000000,0.000000,0.000000,1.000000,0.000000,676.000000,1.000000,-1.000000,-51.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,23.000000,27.000000,25.000000,25.000000
0.000000,2.000000,1.000000,0.000000,0.000000,2.000000,0.000000,7.000000,0.000000,1.000000,-20.000000,1.000000,5.000000,3.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,2.000000,1.000000,4.000000,33.000000,72.000000,51.052632,53.000000
1.000000,105.000000,-7.000000,0.000000,0.000000,-501.000000,0.000000,-4147.000000,-1993.000000,-34.000000,2931.000000,7.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,2.000000,0.000000,0.000000,1.000000,0.000000,1.000000,32.000000,78.000000,65.466667,67.000000
0.000000,9.000000,1.000000,-1.000000,0.000000,-3.000000,0.000000,-123.000000,-135.000000,1.000000,-33.000000,-7.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.000000,120.000000,120.000000,120.000000
1.000000,120.000000,-10.000000,-14.000000,0.000000,-78.000000,0.000000,-2399.000000,-2474.000000,-5.000000,70.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,22.000000,74.000000,48.000000,48.000000
0.000000,1.000000,2.000000,0.000000,0.000000,5.000000,0.000000,133.000000,1.000000,1.000000,-164.000000,6.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,32.000000,72.000000,48.166667,49.500000
2.000000,37.000000,1.000000,-8.000000,0.000000,-138.000000,0.000000,-3237.000000,-5295.000000,-2.000000,4.000000,33.000000,3.000000,0.000000,1.000000,0.000000,1.000000,5.000000,4.000000,2.000000,1.000000,0.000000,1.000000,0.000000,18.000000,50.000000,36.500000,37.000000
0.000000,37.000000,-2.000000,0.000000,0.000000,-81.000000,0.000000,-560.000000,-275.000000,-9.000000,0.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.000000,52.000000,52.000000,52.000000
0.000000,4.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,28.000000,-49.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.000000,3.000000,18.000000,151.000000,70.307692,51.000000
