priority,NCommentT,NActor,meanCommentSize,ticketCleanedBodyLen,nticketsByCreatorOpen,nClosedticketsByCreatorOpen,nCommentsByCreator,NCommentByActorsT,NticketsCreatedInProject,NticketsCreatedInProjectT,NticketsCreatedInProjectClosed,NticketsCreatedInProjectClosedT,NActivityInProject,NActivityInProjectT,chainLength,longTimeHold,lateTriageDays,InitialActivityCount,InitialActionCount,recentActionCount,recentActivityCount,activitysequence,projectCoverage
1,1,3,7.000000,121,0,0,2,28,6,3,6,3,122,70,0,0,0,0.400000,0.000000,0.066667,0.600000,0.537367,0.004142
0,0,4,0.000000,786,0,0,0,18,6,3,6,3,242,135,0,0,0,0.400000,0.000000,0.000000,0.200000,0.102416,0.182769
0,4,7,23.750000,336,4,0,4,31,22,18,22,18,680,569,2,2,0,3.800000,0.200000,0.400000,3.800000,0.209992,0.004128
1,1,3,12.000000,48,0,0,0,5,0,0,0,0,0,0,1,0,0,1.400000,0.000000,0.066667,0.466667,0.041332,0.004135
0,2,5,50.500000,129,37,28,52,21,22,4,21,4,715,116,1,0,0,1.800000,0.000000,0.200000,2.400000,0.106882,0.244387
0,5,5,20.400000,83,2,2,0,0,456,24,456,24,11247,949,2,0,0,6.800000,2.000000,0.000000,1.200000,0.496296,0.352812
1,0,2,0.000000,97,4,4,0,0,90,12,90,12,2655,444,0,0,0,0.933333,0.066667,0.000000,0.000000,0.540608,0.357736
0,2,3,29.500000,59,76,75,111,46,277,43,277,43,6926,1095,0,0,0,1.600000,0.400000,0.000000,0.400000,0.505240,0.235612
1,1,2,7.000000,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.000000,0.000000,0.066667,0.070312,0.004240
1,2,4,39.000000,104,2,2,0,0,14,0,14,0,361,0,0,0,5,0.933333,0.133333,0.000000,0.133333,0.515627,0.104024
0,2,2,27.000000,58,0,0,0,2,4,1,4,1,80,31,1,1,0,0.800000,0.000000,0.000000,0.400000,0.861529,0.008373
0,1,4,25.000000,220,9,9,25,18,7,0,7,0,154,0,0,0,0,1.600000,0.000000,0.200000,2.000000,0.123002,0.018544
0,11,8,51.909091,159,0,0,0,140,71,38,71,38,1642,888,0,0,0,6.800000,3.800000,0.200000,2.200000,0.421995,0.235612
0,5,7,47.800000,125,2,1,0,0,63,3,63,3,1506,66,3,1,0,6.200000,1.000000,0.000000,1.000000,0.254865,0.563018
1,12,12,30.833333,119,2,2,0,0,96,14,96,14,2945,504,2,0,0,1.733333,0.133333,0.066667,1.133333,0.039628,0.147113
0,1,2,5.000000,49,0,0,0,61,25,24,25,24,567,544,0,0,0,1.200000,0.200000,0.000000,0.200000,0.365677,0.235612
2,9,8,20.666667,144,97,97,0,0,17,3,17,3,530,107,2,1,0,0.909091,0.136364,0.136364,0.909091,0.051824,0.535113
1,6,6,36.500000,145,0,0,24,73,9,4,9,4,447,183,3,1,0,1.666667,0.066667,0.000000,0.400000,0.236285,0.970584
2,0,4,0.000000,104,95,91,401,75,5,1,5,1,194,20,1,0,0,0.409091,0.000000,0.000000,0.000000,0.050957,0.188286
0,1,3,53.000000,101,0,0,0,0,8,1,7,1,344,39,0,0,0,0.800000,0.200000,0.000000,0.400000,0.860506,0.041009
1,5,5,31.000000,101,16,15,0,0,23,4,23,4,718,98,1,1,0,0.800000,0.333333,0.066667,0.466667,0.499381,0.004144
2,10,12,59.800000,174,0,0,0,0,18,3,18,3,582,84,1,0,0,2.363636,0.227273,0.000000,0.500000,0.362101,0.463447
0,4,7,27.750000,67,0,0,0,0,56,7,56,7,1902,411,0,0,0,4.600000,0.600000,0.200000,1.600000,0.245709,0.206311
0,1,2,30.000000,195,22,22,0,0,60,7,60,7,1842,267,0,0,0,2.400000,0.000000,0.000000,0.200000,0.265202,0.036582
1,8,4,28.500000,71,0,0,0,1,7,7,7,7,213,213,2,0,5,1.666667,0.066667,0.066667,0.600000,0.873568,0.879953
1,9,3,78.444444,49,0,0,0,0,8,1,8,1,357,26,0,0,0,2.133333,0.733333,0.000000,0.866667,0.426598,0.159511
2,8,7,50.500000,100,7,7,16,2,1,0,1,0,42,0,1,0,45,0.818182,0.000000,0.045455,0.681818,0.067184,0.495007
2,2,5,16.000000,221,78,78,0,0,4,0,4,0,131,0,3,0,0,0.590909,0.045455,0.000000,0.136364,0.302949,0.600150
2,1,6,115.000000,162,11,11,0,0,18,4,18,4,526,74,2,0,0,0.636364,0.000000,0.000000,0.090909,0.309013,0.500198
0,11,7,17.454545,41,0,0,6,20,10,0,9,0,399,0,1,1,0,3.200000,0.200000,1.200000,3.600000,0.284826,0.013540
1,4,4,18.500000,107,9,9,25,124,20,8,20,8,560,185,2,0,21,2.000000,0.533333,0.000000,0.266667,0.091647,0.009897
1,3,4,20.000000,27,0,0,10,0,106,9,105,8,3401,274,0,0,0,1.066667,0.066667,0.000000,0.200000,0.033478,0.182769
1,1,4,115.000000,123,4,4,25,359,26,5,26,5,834,131,0,0,0,0.266667,0.000000,0.000000,0.066667,0.902054,0.327198
2,1,4,46.000000,119,19,18,0,0,41,8,41,8,1087,187,0,0,0,0.272727,0.000000,0.045455,0.272727,0.288705,0.004985
1,4,5,25.250000,173,2,1,37,51,1,0,1,0,35,0,1,1,41,0.333333,0.000000,0.066667,0.733333,0.046906,0.259994
0,1,3,5.000000,63,3,3,10,62,45,11,45,11,961,188,0,0,0,1.400000,0.000000,0.000000,0.200000,0.444216,0.098930
1,0,3,0.000000,68,0,0,0,0,6,3,6,3,218,130,0,0,0,0.066667,0.000000,0.000000,0.333333,0.904626,0.056449
2,0,1,0.000000,35,0,0,0,0,1,0,1,0,45,0,0,0,0,0.227273,0.000000,0.000000,0.045455,0.128503,0.237071
2,3,7,24.000000,132,11,11,0,0,21,1,21,1,790,20,1,1,0,0.590909,0.000000,0.090909,0.727273,0.073316,0.046819
0,30,14,29.133333,211,2,2,9,79,23,1,23,1,950,35,2,1,0,7.600000,0.600000,1.200000,9.600000,0.102977,0.110721
1,1,2,4.000000,83,1,1,1,25,25,7,25,7,653,168,0,0,0,0.133333,0.000000,0.000000,0.066667,0.061020,0.098064
0,11,9,29.090909,124,0,0,0,0,67,7,67,7,2299,238,0,0,0,3.000000,0.000000,0.800000,3.600000,0.097988,0.107085
0,4,6,18.250000,139,97,95,368,25,11,6,11,6,321,149,1,0,8,7.800000,1.600000,0.200000,1.800000,0.107805,0.179794
0,14,9,43.928571,108,14,14,62,0,83,7,83,7,2519,165,3,1,4,4.800000,0.400000,1.400000,5.000000,0.224446,0.004128
1,5,7,44.200000,146,56,56,98,30,48,10,48,10,1443,292,2,0,0,1.133333,0.200000,0.066667,0.400000,0.298879,0.393835
0,0,5,0.000000,290,9,9,25,50,41,15,41,15,1339,468,0,0,0,1.200000,0.000000,0.000000,0.200000,0.190085,0.107085
1,2,3,6.000000,135,7,7,16,513,77,50,77,50,2107,1370,0,0,9,0.333333,0.000000,0.066667,0.466667,0.130310,0.171128
1,22,6,38.136364,332,0,0,12,8,32,4,32,4,1291,187,0,0,0,2.400000,0.266667,0.400000,1.866667,0.035909,0.108369
1,4,5,32.250000,81,2,2,0,0,13,1,13,1,322,21,0,0,0,0.866667,0.000000,0.133333,0.866667,0.037800,0.195721
0,2,5,43.000000,87,0,0,0,0,42,2,42,2,1373,44,0,0,0,1.000000,0.000000,0.200000,1.600000,0.401686,0.206311
1,0,2,0.000000,151,23,23,183,127,1,0,1,0,30,0,0,0,10,0.600000,0.400000,0.000000,0.200000,0.036536,0.242054
0,0,3,0.000000,220,57,56,84,48,12,3,12,3,329,73,0,0,0,1.000000,0.000000,0.000000,0.000000,0.889543,0.357959
0,0,5,0.000000,265,0,0,0,15,0,0,0,0,0,0,0,0,0,1.400000,0.000000,0.000000,0.200000,0.373853,0.416322
0,1,3,2.000000,231,9,9,25,50,4,1,4,1,152,59,0,0,0,0.800000,0.000000,0.000000,0.400000,0.836098,0.412437
1,3,7,27.000000,130,58,58,132,13,82,18,82,18,2342,541,1,0,0,0.800000,0.000000,0.000000,0.200000,0.570061,0.077799
1,3,7,14.000000,81,11,11,0,0,13,3,12,2,316,72,1,0,0,1.000000,0.066667,0.066667,0.533333,0.510500,0.016451
0,3,6,37.333333,166,0,0,2,0,15,4,15,4,365,75,0,0,0,1.200000,0.200000,0.200000,1.000000,0.104308,0.004985
0,0,2,0.000000,76,0,0,0,0,37,6,32,6,957,153,0,0,0,0.400000,0.000000,0.000000,0.200000,0.901244,0.448768
1,2,7,37.500000,248,96,94,126,42,82,18,82,18,2272,469,0,0,0,0.666667,0.000000,0.066667,0.533333,0.488210,0.038925
0,16,8,47.500000,53,1,1,9,19,5,2,5,2,141,75,0,0,0,9.200000,3.600000,0.200000,4.800000,0.105806,0.025889
2,4,7,15.750000,55,4,4,0,0,0,0,0,0,0,0,1,0,0,0.545455,0.000000,0.000000,0.318182,0.733115,0.010909
1,0,4,0.000000,277,9,9,25,150,2,1,2,1,55,31,0,0,0,0.466667,0.000000,0.000000,0.000000,0.063276,0.169907
0,3,5,34.000000,79,0,0,0,0,397,59,397,59,10612,1781,0,0,0,3.600000,1.200000,0.600000,2.200000,0.606599,0.235612
0,0,1,0.000000,136,1,1,237,31,21,2,21,2,902,107,0,0,0,0.600000,0.000000,0.000000,0.000000,0.390816,0.041009
1,0,3,0.000000,122,0,0,0,15,34,2,34,2,1095,69,1,0,0,0.400000,0.000000,0.000000,0.000000,0.038369,0.038441
2,4,6,16.000000,133,18,18,0,0,34,10,34,10,1069,300,0,0,0,0.818182,0.181818,0.000000,0.181818,0.428221,0.182769
2,0,5,0.000000,130,102,99,454,111,1,0,1,0,54,0,2,1,0,0.363636,0.000000,0.045455,0.363636,0.058663,0.405953
2,2,2,10.000000,224,1,1,6,8,2,0,2,0,75,0,0,0,0,0.772727,0.000000,0.000000,0.090909,0.520247,0.360528
2,0,2,0.000000,128,1,1,7,7,3,1,3,1,100,49,0,0,0,0.227273,0.000000,0.000000,0.000000,0.780840,0.299339
1,0,5,0.000000,131,7,7,0,0,42,1,42,1,1550,48,1,0,14,0.400000,0.000000,0.000000,0.000000,0.727611,0.047094
1,1,2,78.000000,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400000,0.133333,0.066667,0.133333,0.068623,0.201282
1,1,2,17.000000,65,0,0,0,0,72,14,72,14,1568,307,0,0,0,0.266667,0.066667,0.066667,0.466667,0.061797,0.098930
2,10,6,23.300000,118,21,21,105,75,63,13,63,13,1672,315,0,0,0,1.136364,0.000000,0.318182,0.545455,0.050321,0.038925
0,6,9,38.000000,189,0,0,0,77,0,0,0,0,0,0,1,1,9,2.200000,0.000000,0.000000,2.600000,0.257586,0.420528
2,6,6,27.833333,156,0,0,0,0,16,1,16,1,424,16,0,0,0,0.545455,0.045455,0.000000,0.500000,0.052623,0.025712
1,5,5,50.400000,154,0,0,15,32,11,2,11,2,322,74,0,0,0,0.600000,0.000000,0.200000,0.333333,0.055450,0.067826
0,1,4,11.000000,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800000,0.200000,0.000000,0.200000,0.858257,0.100638
2,4,5,17.000000,142,23,23,0,0,8,1,8,1,387,51,4,0,0,0.954545,0.045455,0.045455,0.454545,0.060343,0.039058
0,5,7,22.200000,64,34,33,43,17,0,0,0,0,0,0,2,1,0,2.000000,0.000000,1.200000,5.400000,0.095062,0.248506
1,5,6,28.000000,136,1,1,0,0,46,3,46,3,1544,82,0,0,34,0.466667,0.000000,0.200000,1.066667,0.070488,0.098393
0,3,5,14.666667,96,3,3,1,68,75,4,75,4,2488,128,2,1,0,1.600000,0.400000,0.200000,2.000000,0.763932,0.258303
0,4,5,8.250000,275,8,8,0,0,3,1,3,1,59,22,0,0,0,1.600000,0.200000,0.200000,2.600000,0.110262,0.150463
1,2,5,55.000000,128,10,10,0,0,4,0,4,0,134,0,2,0,0,0.866667,0.066667,0.000000,0.333333,0.043787,0.005841
1,19,7,18.684211,47,1,1,68,112,168,17,168,17,4162,594,1,0,0,2.400000,0.133333,0.066667,1.333333,0.031653,0.352812
0,2,6,17.000000,195,0,0,0,0,0,0,0,0,0,0,0,0,0,2.000000,0.000000,0.000000,0.800000,0.108754,0.070205
0,0,0,0.000000,34,2,2,0,0,30,24,30,24,687,552,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
1,2,5,40.000000,69,2,2,0,0,13,4,13,4,414,161,1,0,0,0.466667,0.000000,0.133333,0.266667,0.367678,0.049914
0,4,5,16.500000,50,0,0,0,0,23,9,23,9,622,185,0,0,5,1.000000,0.200000,0.000000,1.600000,0.714676,0.097292
1,0,1,0.000000,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0.133333,0.000000,0.000000,0.000000,0.136290,0.004134
1,1,4,118.000000,148,4,4,11,50,19,16,19,16,788,696,0,0,0,0.266667,0.000000,0.000000,0.266667,0.401387,0.032966
1,4,6,38.500000,255,0,0,0,68,8,2,8,2,272,37,0,0,0,0.466667,0.066667,0.266667,1.200000,0.082245,0.104977
1,0,3,0.000000,44,0,0,0,0,11,3,11,3,332,111,0,0,0,0.266667,0.000000,0.000000,0.000000,0.567797,0.097292
2,13,5,33.307692,61,0,0,0,0,1,0,1,0,14,0,0,0,57,0.909091,0.227273,0.045455,0.863636,0.053586,0.004154
2,2,5,29.000000,55,0,0,0,0,12,1,12,1,314,44,0,0,0,0.181818,0.000000,0.136364,0.818182,0.054581,0.008488
2,0,2,0.000000,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136364,0.000000,0.000000,0.090909,0.282059,0.004165
1,6,7,20.833333,49,0,0,0,1,9,0,9,0,287,0,0,0,0,1.266667,0.133333,0.066667,1.400000,0.058775,0.176849
1,0,3,0.000000,87,0,0,7,1,21,4,21,4,603,90,0,0,0,0.333333,0.000000,0.000000,0.133333,0.070737,0.022202
1,10,7,10.500000,134,1,1,16,0,99,20,99,20,2970,696,0,0,0,1.066667,0.066667,0.000000,1.000000,0.505356,0.182769
2,0,3,0.000000,14,0,0,0,0,2,0,2,0,42,0,0,0,0,0.136364,0.000000,0.000000,0.000000,0.054299,0.045969
0,1,4,6.000000,235,9,9,19,391,1,1,1,1,23,23,1,1,0,0.400000,0.000000,0.000000,1.800000,0.901696,0.004260
1,0,1,0.000000,44,0,0,0,21,73,9,73,9,2142,309,0,0,0,0.133333,0.066667,0.000000,0.000000,0.922395,0.357736
0,3,5,40.000000,44,0,0,0,1,0,0,0,0,0,0,0,0,6,1.800000,1.200000,0.400000,0.800000,0.652224,0.008682
0,2,4,74.000000,23,0,0,0,11,6,1,6,1,200,28,0,0,0,4.000000,0.400000,0.000000,0.800000,0.512578,0.097292
1,13,11,33.692308,68,1,1,33,108,9,0,9,0,329,0,4,0,2,2.666667,0.200000,0.200000,1.400000,0.388532,0.970391
1,0,1,0.000000,80,4,4,110,21,60,6,59,5,1700,187,0,0,0,0.533333,0.000000,0.000000,0.000000,0.068079,0.038925
0,0,3,0.000000,64,0,0,0,0,1,0,1,0,15,0,0,0,14,0.400000,0.000000,0.000000,1.000000,0.890766,0.246212
2,9,8,23.000000,22,0,0,5,0,6,0,6,0,273,0,2,0,0,1.500000,0.000000,0.136364,0.954545,0.050085,0.198554
1,0,5,0.000000,420,0,0,0,78,32,20,32,20,917,542,0,0,31,0.266667,0.200000,0.000000,0.666667,0.304040,0.171128
0,1,3,10.000000,76,63,62,185,24,14,5,14,5,320,107,1,0,0,1.600000,0.000000,0.000000,0.200000,0.098925,0.049914
2,0,2,0.000000,92,136,134,495,102,3,0,3,0,50,0,1,0,0,0.227273,0.000000,0.000000,0.000000,0.052599,0.795441
0,3,4,39.333333,122,1,1,25,27,1,0,1,0,44,0,1,0,4,2.200000,0.600000,0.400000,0.800000,0.597189,0.076148
0,6,6,31.500000,11,0,0,13,15,6,0,6,0,248,0,0,0,0,1.400000,0.000000,0.400000,3.000000,0.241791,0.360528
1,16,9,45.250000,129,0,0,0,0,60,5,60,5,1707,134,0,0,0,1.200000,0.000000,0.066667,1.600000,0.043109,0.036582
1,15,6,50.400000,51,0,0,0,5,20,5,20,5,453,83,1,0,4,2.600000,0.533333,0.133333,1.400000,0.294823,0.018695
0,3,2,26.666667,25,0,0,0,0,33,3,33,3,1197,185,0,0,0,1.200000,0.400000,0.600000,1.600000,0.163571,0.243265
2,0,3,0.000000,85,0,0,0,0,10,1,10,1,399,38,0,0,0,0.136364,0.000000,0.000000,0.181818,0.157487,0.008578
2,0,2,0.000000,145,28,28,98,67,2,2,2,2,43,43,0,0,0,0.272727,0.000000,0.000000,0.000000,0.850920,0.025712
1,1,3,19.000000,15,1,1,4,8,44,2,44,2,1263,63,0,0,0,0.200000,0.000000,0.000000,0.466667,0.690613,0.206311
0,4,6,51.500000,48,0,0,0,0,3,0,3,0,104,0,1,0,0,5.800000,0.800000,0.000000,1.200000,0.575875,0.004146
1,2,2,21.500000,78,2,2,0,0,177,32,177,32,4457,769,0,0,0,1.000000,0.200000,0.000000,0.133333,0.036009,0.235612
0,6,8,60.166667,81,4,4,10,83,478,87,478,87,12605,2099,2,1,0,4.200000,0.400000,0.200000,1.600000,0.580349,0.121227
2,13,6,126.615385,205,84,83,557,98,74,10,74,10,2389,358,0,0,0,1.090909,0.181818,0.136364,0.590909,0.104437,0.038925
2,10,6,20.900000,120,121,120,841,266,70,14,70,14,2359,348,0,0,0,1.000000,0.227273,0.000000,0.454545,0.051059,0.038925
1,0,2,0.000000,21,0,0,0,0,9,4,9,4,215,84,0,0,2,0.133333,0.000000,0.000000,0.000000,0.680007,0.149885
0,8,5,39.750000,139,24,24,0,0,77,5,77,5,1750,131,0,0,0,3.000000,0.600000,0.200000,2.000000,0.435936,0.038976
1,0,1,0.000000,68,0,0,0,14,105,28,105,28,3753,1159,2,0,0,0.533333,0.000000,0.000000,0.000000,0.689898,0.049876
0,2,4,41.500000,238,0,0,0,0,0,0,0,0,0,0,1,0,0,3.000000,0.200000,0.200000,1.800000,0.254766,0.027494
0,2,3,240.500000,126,113,111,406,1,121,17,121,17,2820,446,0,0,0,3.600000,0.400000,0.400000,3.000000,0.085886,0.038976
0,19,12,42.789474,149,0,0,0,0,120,33,120,33,2891,848,0,0,0,6.000000,1.600000,0.800000,4.800000,0.282721,0.235612
1,0,2,0.000000,151,10,9,0,0,5,2,5,2,138,49,0,0,0,0.266667,0.000000,0.000000,0.000000,0.114162,0.007999
1,2,7,35.500000,222,1,1,1,93,21,3,21,3,657,72,0,0,0,0.600000,0.066667,0.000000,0.400000,0.512871,0.182769
0,6,5,46.666667,182,0,0,0,0,6,2,6,2,145,34,1,0,0,6.000000,0.400000,0.400000,1.400000,0.088203,0.058542
2,0,2,0.000000,100,58,57,117,21,8,0,8,0,205,0,0,0,0,0.181818,0.000000,0.000000,0.000000,0.258815,0.097292
2,1,3,5.000000,111,83,82,304,74,1,1,1,1,35,35,1,0,0,0.409091,0.000000,0.000000,0.045455,0.227705,0.941657
1,2,3,12.000000,54,2,2,75,15,34,4,34,4,786,69,0,0,0,0.400000,0.000000,0.066667,0.600000,0.037488,0.004985
1,2,4,21.000000,141,7,7,0,0,4,0,4,0,92,0,0,0,0,0.266667,0.000000,0.066667,0.533333,0.756566,0.116856
2,2,5,8.500000,81,125,123,473,142,6,1,6,1,208,37,0,0,5,1.181818,0.000000,0.000000,0.090909,0.136369,0.108369
1,15,7,30.666667,109,0,0,0,0,20,6,20,6,535,119,0,0,0,1.466667,0.200000,0.000000,1.000000,0.554831,0.097292
0,4,5,19.250000,80,0,0,0,0,400,55,400,55,10630,1666,0,0,0,2.400000,0.400000,0.200000,0.800000,0.799892,0.235612
1,0,1,0.000000,146,13,13,36,200,81,13,81,13,2364,423,0,0,0,0.066667,0.000000,0.000000,0.000000,0.936995,0.357736
0,10,7,69.600000,36,0,0,0,8,27,4,27,4,571,62,0,0,0,2.800000,0.200000,0.200000,4.000000,0.128966,0.038925
1,0,6,0.000000,64,0,0,0,0,6,0,6,0,148,0,0,0,0,0.733333,0.066667,0.066667,0.400000,0.115409,0.014166
1,0,4,0.000000,165,9,9,25,150,2,1,2,1,55,31,0,0,0,0.533333,0.000000,0.000000,0.000000,0.053352,0.169907
0,10,8,63.000000,41,0,0,10,14,71,14,71,14,2499,499,3,0,0,6.200000,1.600000,0.200000,2.600000,0.555743,0.006319
0,1,6,5.000000,209,0,0,0,0,4,2,4,2,128,35,3,1,4,0.200000,0.000000,0.000000,0.600000,0.898255,0.970525
1,4,7,27.000000,86,0,0,1,27,79,15,79,15,2204,463,0,0,0,0.666667,0.000000,0.066667,0.666667,0.599541,0.038925
1,4,9,21.000000,103,27,21,0,0,15,3,15,3,517,103,2,1,0,0.666667,0.066667,0.066667,1.333333,0.454505,0.041518
1,0,1,0.000000,389,8,8,0,0,30,18,30,18,791,424,0,0,0,0.066667,0.000000,0.000000,0.000000,0.947678,0.299339
0,4,8,49.500000,80,9,7,0,0,18,2,18,2,512,33,0,0,0,4.600000,1.800000,0.000000,0.800000,0.093262,0.022202
0,2,6,34.000000,112,62,61,0,0,35,10,35,10,1194,337,1,0,0,2.600000,0.600000,0.200000,1.400000,0.720556,0.164873
2,5,7,18.000000,55,0,0,4,0,12,1,12,1,368,25,0,0,6,1.181818,0.000000,0.000000,0.318182,0.057167,0.025712
0,2,5,33.000000,37,48,46,89,62,9,7,9,7,296,199,1,1,0,1.000000,0.000000,0.200000,1.400000,0.254783,0.244387
0,0,5,0.000000,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1.600000,0.000000,0.200000,0.600000,0.707421,0.217938
2,5,5,44.600000,90,2,2,3,2,5,1,5,1,147,36,0,0,3,0.818182,0.136364,0.181818,0.454545,0.104220,0.009396
1,1,5,22.000000,152,2,2,4,9,4,2,4,2,138,54,0,0,0,0.466667,0.000000,0.066667,0.466667,0.075659,0.171128
0,6,7,70.166667,122,2,2,6,152,1,1,1,1,28,28,1,0,0,5.000000,1.000000,0.000000,1.200000,0.098032,0.004142
1,0,2,0.000000,185,0,0,0,15,24,6,24,6,1036,216,1,0,44,0.666667,0.000000,0.000000,0.266667,0.485287,0.495007
0,0,5,0.000000,229,0,0,0,14,0,0,0,0,0,0,1,1,0,0.600000,0.000000,0.000000,0.400000,0.829577,0.520031
1,3,7,42.000000,167,7,7,0,0,76,15,75,15,2467,541,0,0,2,0.400000,0.000000,0.133333,0.600000,0.223548,0.182769
1,3,5,16.000000,58,0,0,1,4,104,18,104,18,3264,628,0,0,0,0.533333,0.066667,0.000000,0.266667,0.736414,0.107085
2,2,4,19.000000,150,42,42,224,137,4,1,4,1,122,19,1,0,0,0.818182,0.227273,0.000000,0.090909,0.645685,0.201676
1,1,4,115.000000,120,25,25,0,0,88,3,88,3,3109,78,0,0,0,0.400000,0.133333,0.000000,0.266667,0.112228,0.357736
2,2,7,91.500000,86,82,81,320,25,32,6,32,6,999,151,1,0,0,0.636364,0.045455,0.000000,0.136364,0.061285,0.208549
1,3,4,31.333333,130,0,0,0,0,95,14,95,14,3188,463,0,0,0,0.733333,0.066667,0.000000,0.333333,0.033970,0.182769
0,3,5,16.000000,30,44,42,82,84,84,6,84,6,2625,172,0,0,0,1.600000,0.200000,0.400000,1.600000,0.356911,0.107085
1,1,5,12.000000,83,0,0,0,1,56,9,56,9,1643,276,2,0,0,0.600000,0.000000,0.000000,0.066667,0.237223,0.454261
1,2,7,21.000000,136,1,1,7,43,118,16,118,16,3685,537,0,0,0,0.800000,0.266667,0.000000,0.266667,0.065353,0.182769
0,3,4,17.000000,163,9,9,19,391,5,2,4,2,152,59,0,0,0,0.800000,0.000000,0.000000,0.800000,0.909953,0.409630
1,7,7,86.857143,351,2,2,12,2,2,0,2,0,58,0,2,0,0,2.066667,0.133333,0.066667,1.000000,0.030293,0.004317
2,3,4,24.000000,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318182,0.045455,0.000000,0.181818,0.052460,0.121348
2,3,5,24.333333,59,0,0,0,0,4,0,4,0,239,0,0,0,0,0.318182,0.000000,0.000000,0.227273,0.054425,0.015861
1,5,8,16.000000,83,3,3,0,0,119,20,119,20,3767,653,0,0,3,0.800000,0.133333,0.066667,0.666667,0.112050,0.107085
2,12,5,73.583333,216,0,0,0,0,2,0,2,0,131,0,0,0,0,0.818182,0.272727,0.045455,0.818182,0.052864,0.009523
0,0,5,0.000000,259,0,0,0,18,6,3,6,3,242,135,0,0,5,0.400000,0.000000,0.000000,0.200000,0.138856,0.182769
1,2,5,57.500000,225,1,1,25,18,8,5,8,5,248,151,0,0,2,0.400000,0.000000,0.066667,0.800000,0.040132,0.032207
1,1,4,24.000000,136,1,1,9,70,59,8,59,8,1539,234,1,0,0,0.666667,0.066667,0.000000,0.133333,0.049059,0.049914
0,4,7,21.250000,108,2,2,0,0,2,0,2,0,33,0,1,1,0,2.600000,0.200000,0.000000,2.400000,0.114907,0.121227
1,7,8,60.571429,222,4,4,33,27,2,0,2,0,63,0,0,0,15,0.666667,0.000000,0.133333,1.266667,0.061953,0.428000
0,2,5,15.000000,190,6,5,37,26,9,6,9,6,311,237,0,0,0,2.400000,0.000000,0.000000,0.600000,0.243928,0.310967
1,6,7,40.666667,87,22,22,0,0,98,14,97,14,3051,330,1,0,0,1.000000,0.066667,0.066667,0.866667,0.040231,0.077799
1,0,3,0.000000,14,0,0,0,0,72,12,72,12,1607,294,0,0,2,0.400000,0.000000,0.066667,0.733333,0.038210,0.098930
1,1,4,18.000000,122,0,0,3,34,117,17,117,17,3893,652,0,0,0,0.800000,0.266667,0.066667,0.333333,0.039101,0.182769
1,4,5,31.000000,71,8,8,0,0,16,0,16,0,372,0,0,0,0,0.533333,0.133333,0.133333,0.333333,0.391241,0.032823
1,1,5,27.000000,217,0,0,0,0,1,0,1,0,79,0,0,0,0,1.000000,0.000000,0.066667,0.466667,0.588029,0.018544
1,1,4,9.000000,276,2,1,37,51,26,7,26,7,738,177,1,0,0,0.533333,0.000000,0.000000,0.600000,0.033537,0.004147
1,2,4,9.500000,28,0,0,0,0,55,12,55,12,1786,362,0,0,0,0.600000,0.333333,0.000000,0.133333,0.049548,0.107085
2,1,1,11.000000,37,18,18,255,77,14,6,14,6,349,118,0,0,2,0.227273,0.045455,0.000000,0.090909,0.060259,0.004544
1,1,5,33.000000,61,25,19,0,0,43,7,43,7,772,118,1,1,28,0.266667,0.000000,0.066667,0.400000,0.072946,0.469805
1,1,4,115.000000,109,4,4,18,560,19,2,19,2,449,51,0,0,3,0.200000,0.000000,0.000000,0.266667,0.038777,0.171128
0,7,8,17.571429,87,0,0,0,0,417,70,417,70,11063,1951,0,0,0,3.400000,0.600000,0.400000,2.800000,0.110196,0.235612
2,2,5,35.000000,48,0,0,21,3,28,5,28,5,768,105,4,0,4,1.045455,0.090909,0.000000,0.090909,0.050895,0.004697
1,0,4,0.000000,273,9,9,25,150,2,1,2,1,55,31,0,0,0,0.400000,0.000000,0.000000,0.000000,0.035939,0.169907
1,0,3,0.000000,141,3,2,38,51,8,0,8,0,251,0,0,0,0,0.200000,0.000000,0.000000,0.000000,0.067965,0.327198
1,3,3,17.666667,80,0,0,3,0,18,2,18,2,527,67,0,0,0,0.600000,0.266667,0.066667,0.666667,0.053171,0.133397
0,0,2,0.000000,30,1,1,2,15,15,6,15,6,343,130,0,0,0,0.400000,0.200000,0.000000,0.200000,0.900704,0.038976
0,1,4,66.000000,92,2,2,0,0,3,1,3,1,163,24,0,0,0,1.400000,0.000000,0.200000,1.200000,0.156561,0.207157
0,3,5,24.666667,330,0,0,0,0,0,0,0,0,0,0,1,0,0,3.600000,0.000000,0.200000,2.400000,0.501882,0.968398
2,5,6,26.600000,72,62,61,84,32,14,5,14,5,326,100,0,0,0,0.636364,0.181818,0.181818,0.545455,0.516741,0.235612
