priority,NCommentT,NActor,meanCommentSize,ticketCleanedBodyLen,nticketsByCreatorOpen,nClosedticketsByCreatorOpen,nCommentsByCreator,NCommentByActorsT,NticketsCreatedInProject,NticketsCreatedInProjectT,NticketsCreatedInProjectClosed,NticketsCreatedInProjectClosedT,NActivityInProject,NActivityInProjectT,chainLength,longTimeHold,lateTriageDays,InitialActivityCount,InitialActionCount,recentActionCount,recentActivityCount,activitysequence,projectCoverage
1,3,4,6.000000,167,0,0,89,93,37,9,37,9,1175,339,0,0,43,0.600000,0.066667,0.133333,0.866667,0.042837,0.098393
0,13,6,21.538462,123,0,0,0,0,356,80,356,80,9124,2036,0,0,0,3.800000,0.400000,0.000000,2.600000,0.578132,0.235612
1,6,5,47.666667,76,0,0,1,0,1,0,1,0,11,0,1,1,0,0.800000,0.200000,0.266667,1.000000,0.099160,0.229676
1,0,4,0.000000,187,7,7,20,420,43,26,43,26,1681,921,1,0,0,0.733333,0.000000,0.000000,0.266667,0.578715,0.495007
1,0,4,0.000000,194,12,12,68,52,60,6,60,6,1901,204,0,0,0,0.933333,0.000000,0.000000,0.333333,0.036865,0.098393
1,0,3,0.000000,190,0,0,0,68,0,0,0,0,0,0,1,0,0,0.400000,0.000000,0.000000,0.000000,0.414882,0.356674
2,2,5,10.500000,110,47,46,0,0,22,4,22,4,610,134,0,0,0,0.318182,0.000000,0.000000,0.090909,0.509159,0.130892
0,5,5,16.200000,80,1,0,0,0,205,19,205,19,5726,413,1,0,0,6.000000,1.400000,1.000000,2.800000,0.094534,0.352812
1,1,4,13.000000,607,0,0,13,10,76,12,76,12,2283,387,0,0,26,0.866667,0.000000,0.000000,0.066667,0.685485,0.357736
0,5,6,70.000000,41,0,0,0,0,8,3,8,3,266,112,5,2,0,2.800000,0.000000,2.200000,4.000000,0.487817,0.914163
1,7,9,12.000000,151,2,2,0,0,73,9,73,9,2083,307,2,1,0,0.733333,0.000000,0.066667,0.866667,0.035984,0.208535
0,1,3,62.000000,26,6,6,0,0,292,39,292,39,7356,1029,0,0,0,0.200000,0.000000,0.200000,1.800000,0.128892,0.235612
2,0,2,0.000000,84,140,139,503,114,2,0,2,0,28,0,0,0,0,0.090909,0.000000,0.000000,0.045455,0.298987,0.256574
2,3,4,16.333333,114,42,41,0,0,2,1,2,1,53,30,0,0,0,0.500000,0.000000,0.136364,0.181818,0.088875,0.149885
1,2,4,64.500000,82,0,0,0,4,5,4,5,4,136,96,0,0,0,0.266667,0.066667,0.066667,0.333333,0.832274,0.327198
1,7,6,19.428571,110,9,9,0,0,23,5,23,5,573,158,2,0,8,0.800000,0.000000,0.066667,0.800000,0.045373,0.533890
1,0,1,0.000000,49,0,0,0,0,1,1,1,1,29,29,0,0,4,0.200000,0.000000,0.000000,0.000000,0.936306,0.103181
1,1,3,115.000000,48,6,6,0,0,84,8,84,8,2673,338,0,0,0,0.266667,0.000000,0.000000,0.266667,0.832274,0.357736
1,0,0,0.000000,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.975212,0.452352
2,0,6,0.000000,20,0,0,0,0,0,0,0,0,0,0,1,0,50,0.545455,0.045455,0.000000,0.272727,0.393830,0.006686
0,3,6,18.000000,61,2,2,0,0,340,47,340,47,8637,1188,0,0,0,2.200000,0.200000,0.200000,0.600000,0.096862,0.235612
1,8,9,347.000000,97,0,0,0,0,0,0,0,0,0,0,2,1,0,1.466667,0.066667,0.133333,0.933333,0.038109,0.032087
0,0,0,0.000000,22,4,4,0,0,197,84,197,84,4840,2130,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
1,0,6,0.000000,63,0,0,0,0,100,18,97,17,3121,539,0,0,35,1.533333,0.000000,0.066667,0.600000,0.326267,0.182769
1,0,1,0.000000,120,9,9,28,129,11,3,11,3,401,119,0,0,0,0.133333,0.000000,0.000000,0.000000,0.922395,0.032207
1,3,6,20.333333,106,0,0,0,12,7,2,7,2,230,133,1,0,0,1.000000,0.000000,0.000000,0.266667,0.337065,0.520031
2,2,5,29.000000,20,0,0,9,1,14,2,14,2,474,105,0,0,0,0.500000,0.000000,0.000000,0.363636,0.054723,0.008488
0,0,2,0.000000,149,4,4,11,0,1,1,1,1,23,23,0,0,0,0.200000,0.000000,0.000000,0.000000,0.912346,0.327198
2,26,10,26.346154,53,1,1,88,47,13,1,13,1,388,19,5,0,0,1.909091,0.181818,0.136364,1.454545,0.052532,0.009953
1,2,7,11.000000,171,22,22,0,0,10,1,10,1,292,24,2,1,33,1.000000,0.000000,0.066667,0.666667,0.091477,0.044456
1,3,6,34.333333,54,1,1,28,40,76,9,76,9,2161,285,0,0,0,1.066667,0.133333,0.000000,0.200000,0.644188,0.038925
1,1,5,10.000000,84,82,80,316,32,50,9,50,9,1319,227,0,0,0,0.400000,0.000000,0.066667,0.466667,0.399524,0.036582
2,0,2,0.000000,124,54,53,72,23,21,6,21,6,596,161,0,0,44,0.363636,0.000000,0.045455,0.318182,0.144321,0.104024
2,2,7,32.000000,212,36,36,92,38,67,14,67,14,1811,380,2,0,0,0.636364,0.000000,0.090909,0.500000,0.461859,0.435879
1,0,1,0.000000,204,13,12,0,0,34,9,34,9,978,249,0,0,0,0.066667,0.000000,0.000000,0.000000,0.120219,0.188180
1,0,5,0.000000,96,13,13,0,0,23,3,21,2,678,79,0,0,0,0.733333,0.000000,0.000000,0.066667,0.627829,0.130892
1,1,5,191.000000,153,75,74,109,27,0,0,0,0,0,0,0,0,5,1.133333,0.066667,0.000000,0.066667,0.529038,0.012675
1,3,10,62.666667,60,1,1,0,0,15,2,15,2,626,113,6,0,0,1.200000,0.000000,0.000000,0.466667,0.252271,0.964511
1,13,3,23.307692,88,1,1,22,80,98,13,97,13,3051,314,0,0,0,2.066667,0.333333,0.200000,1.000000,0.045274,0.107085
1,0,2,0.000000,335,8,8,0,0,12,0,12,0,367,0,0,0,0,0.133333,0.000000,0.000000,0.000000,0.942432,0.299339
1,2,5,92.000000,82,1,1,33,77,37,7,37,7,1232,189,0,0,0,0.533333,0.133333,0.000000,0.266667,0.783124,0.310967
2,1,2,27.000000,103,80,80,224,88,5,1,5,1,103,17,1,0,0,0.363636,0.136364,0.000000,0.045455,0.772342,0.404302
2,2,5,8.000000,117,89,88,354,36,14,1,14,1,355,37,1,0,7,0.681818,0.090909,0.090909,0.363636,0.485551,0.075991
0,5,6,16.200000,61,0,0,0,0,445,78,445,78,11797,2022,1,1,0,3.800000,0.600000,0.000000,1.000000,0.098056,0.443750
1,6,5,21.666667,70,3,3,9,7,4,0,4,0,107,0,1,0,0,1.933333,0.400000,0.066667,0.733333,0.044858,0.306378
1,0,0,0.000000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.975212,0.242054
1,0,3,0.000000,44,0,0,2,26,3,1,3,1,52,21,0,0,8,0.733333,0.000000,0.000000,0.066667,0.047780,0.004142
0,14,14,29.785714,378,0,0,0,0,15,4,14,4,582,117,2,0,3,7.200000,0.200000,0.400000,5.600000,0.311737,0.087637
0,2,3,9.000000,155,1,1,0,0,113,7,113,7,2864,143,2,0,0,2.000000,0.000000,0.000000,0.400000,0.267948,0.008233
1,2,4,14.000000,278,0,0,10,36,79,4,79,4,2265,105,0,0,25,0.333333,0.000000,0.066667,0.866667,0.036432,0.357736
1,6,7,68.000000,113,24,24,0,0,9,0,9,0,297,0,0,0,0,1.000000,0.133333,0.000000,0.666667,0.035995,0.087777
0,1,2,46.000000,124,0,0,0,243,292,39,292,39,7356,1029,0,0,0,2.200000,0.600000,0.200000,1.800000,0.091312,0.235612
0,1,3,2.000000,200,0,0,0,22,4,1,4,1,152,59,0,0,0,0.800000,0.000000,0.000000,0.400000,0.835747,0.412437
2,3,6,49.666667,186,11,11,0,0,18,4,18,4,526,74,0,0,65,0.318182,0.000000,0.045455,0.727273,0.107980,0.357736
0,1,2,10.000000,27,1,1,21,0,6,1,6,1,213,27,0,0,2,1.000000,0.000000,0.200000,0.600000,0.830147,0.098393
0,0,0,0.000000,125,20,19,37,13,53,38,53,38,1217,863,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
1,0,2,0.000000,246,0,0,0,1,5,1,5,1,190,33,1,0,0,0.333333,0.000000,0.000000,0.000000,0.507211,0.466905
0,0,1,0.000000,50,1,1,2,6,0,0,0,0,0,0,0,0,0,0.400000,0.000000,0.000000,0.000000,0.901244,0.448697
1,3,8,98.666667,26,0,0,0,0,11,5,11,5,541,211,1,1,0,0.600000,0.066667,0.066667,1.200000,0.067868,0.495007
0,0,2,0.000000,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400000,0.000000,0.000000,0.200000,0.900057,0.242054
1,2,6,28.500000,112,0,0,23,1,32,5,32,5,721,91,1,0,0,0.666667,0.066667,0.133333,0.800000,0.039275,0.006795
0,1,7,4.000000,128,0,0,65,9,4,1,4,1,243,14,0,0,5,0.600000,0.200000,0.200000,2.600000,0.608255,0.231633
0,0,3,0.000000,91,0,0,0,4,17,0,16,0,361,0,0,0,0,0.600000,0.000000,0.000000,0.200000,0.881184,0.448768
2,0,2,0.000000,33,5,5,30,4,12,4,12,4,374,118,0,0,7,0.227273,0.000000,0.000000,0.090909,0.411111,0.098393
1,0,1,0.000000,128,85,84,310,9,12,1,12,1,299,33,1,0,0,0.333333,0.000000,0.000000,0.000000,0.421701,0.902240
2,11,10,129.000000,92,0,0,22,6,0,0,0,0,0,0,2,0,0,1.681818,0.272727,0.000000,0.545455,0.290748,0.965928
0,0,4,0.000000,94,1,1,16,0,8,0,8,0,221,0,0,0,6,0.400000,0.000000,0.000000,0.200000,0.869956,0.098064
1,22,12,27.136364,81,0,0,0,0,80,11,80,11,2178,261,2,1,0,2.133333,0.066667,0.000000,1.800000,0.037689,0.176261
2,1,3,6.000000,65,5,5,0,0,20,3,20,3,486,95,1,0,0,0.454545,0.000000,0.000000,0.045455,0.101383,0.190477
1,0,1,0.000000,215,13,12,0,0,34,9,34,9,978,249,1,0,0,0.733333,0.266667,0.000000,0.000000,0.034119,0.354149
0,7,6,69.428571,168,7,7,0,0,21,2,21,2,640,52,0,0,0,3.200000,0.400000,1.000000,2.800000,0.156495,0.073325
2,2,6,24.000000,116,94,93,616,163,3,0,3,0,95,0,2,0,0,0.727273,0.045455,0.000000,0.090909,0.497548,0.005801
1,22,19,35.409091,176,1,1,3,40,7,4,7,4,213,100,7,0,0,2.400000,0.133333,0.400000,2.400000,0.036489,0.004142
1,3,11,59.666667,186,10,10,0,0,49,1,49,1,1815,47,2,1,2,1.200000,0.066667,0.000000,0.400000,0.097506,0.432954
1,6,6,80.166667,387,0,0,0,7,2,1,2,1,36,19,0,0,0,2.400000,0.533333,0.200000,0.666667,0.031347,0.025712
1,0,1,0.000000,84,2,2,0,0,11,4,11,4,313,124,0,0,0,0.066667,0.000000,0.000000,0.000000,0.947678,0.357959
2,0,4,0.000000,42,1,1,7,0,0,0,0,0,0,0,0,0,3,0.090909,0.000000,0.000000,0.136364,0.372260,0.069791
2,1,5,22.000000,75,144,142,493,118,70,10,70,10,2430,390,0,0,0,0.227273,0.000000,0.045455,0.318182,0.493246,0.038925
1,6,7,20.000000,20,0,0,0,0,1,0,1,0,19,0,1,0,0,1.666667,0.333333,0.200000,0.800000,0.293941,0.166204
1,0,1,0.000000,296,8,8,0,0,30,18,30,18,791,424,0,0,0,0.066667,0.000000,0.000000,0.000000,0.930355,0.299339
2,2,5,16.000000,100,70,69,255,86,1,0,1,0,44,0,0,0,0,1.181818,0.045455,0.045455,0.272727,0.051935,0.117335
0,7,3,84.857143,79,0,0,0,0,28,2,28,2,897,93,0,0,0,2.600000,0.200000,0.000000,1.400000,0.419898,0.206311
1,0,3,0.000000,298,8,8,0,0,34,21,34,21,671,409,0,0,0,0.066667,0.000000,0.000000,0.066667,0.550089,0.150463
2,4,5,21.750000,105,61,60,223,89,13,5,13,5,300,99,0,0,0,0.545455,0.090909,0.000000,0.318182,0.109831,0.235612
2,1,5,22.000000,97,0,0,0,0,20,3,20,3,528,71,1,0,0,0.318182,0.045455,0.000000,0.272727,0.541020,0.367325
0,7,6,12.714286,191,0,0,0,0,29,0,29,0,1044,0,2,1,0,2.000000,0.000000,0.200000,3.000000,0.139064,0.018408
2,12,10,25.250000,23,3,3,21,15,2,0,2,0,121,0,2,0,33,1.545455,0.136364,0.090909,1.272727,0.050920,0.004641
1,2,7,17.000000,149,44,44,91,14,34,2,34,2,1097,41,2,0,0,1.066667,0.000000,0.000000,0.200000,0.038881,0.004268
0,3,7,132.000000,2379,0,0,0,0,29,2,29,2,981,38,0,0,0,4.800000,1.600000,0.200000,3.000000,0.407340,0.182769
0,0,1,0.000000,114,61,61,99,53,46,10,46,10,1425,285,1,0,0,0.600000,0.000000,0.000000,0.000000,0.889543,0.221821
0,3,4,21.333333,111,164,158,521,11,1,0,1,0,18,0,0,0,3,1.400000,0.000000,0.400000,2.600000,0.275783,0.115014
2,2,2,50.500000,44,2,2,0,0,1,0,1,0,18,0,0,0,0,0.227273,0.000000,0.000000,0.136364,0.764026,0.393599
1,1,5,10.000000,82,5,5,0,0,1,1,1,1,32,32,2,0,14,0.733333,0.066667,0.000000,0.066667,0.502868,0.301061
1,2,5,29.000000,185,9,7,0,0,14,4,3,0,144,33,1,0,24,1.000000,0.133333,0.066667,0.600000,0.045297,0.258826
1,6,12,62.500000,73,21,18,0,0,2,1,2,1,65,42,3,1,0,0.800000,0.000000,0.133333,1.533333,0.040664,0.013566
1,0,3,0.000000,70,0,0,0,25,62,7,62,7,1394,158,0,0,0,0.466667,0.133333,0.000000,0.000000,0.067158,0.038976
1,1,5,3.000000,202,9,9,25,71,101,18,101,18,3404,648,0,0,35,0.266667,0.000000,0.066667,0.666667,0.129316,0.182769
1,10,11,25.000000,45,0,0,0,0,9,6,9,6,309,196,4,0,14,1.666667,0.133333,0.400000,1.533333,0.036555,0.013271
2,1,4,21.000000,127,78,76,101,8,11,3,11,3,233,80,0,0,0,0.227273,0.000000,0.090909,0.409091,0.266912,0.032823
2,10,6,22.000000,36,1,1,9,11,12,2,12,2,392,77,3,0,0,1.409091,0.227273,0.000000,0.454545,0.253205,0.013024
0,0,0,0.000000,180,4,4,0,0,113,41,113,41,2710,1041,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
2,6,5,46.166667,57,0,0,20,0,2,0,2,0,47,0,0,0,24,1.000000,0.090909,0.000000,0.318182,0.050288,0.188180
1,2,2,52.500000,61,3,3,4,27,34,5,34,5,923,116,0,0,34,0.533333,0.000000,0.066667,0.666667,0.052736,0.098064
2,2,4,16.500000,83,0,0,0,0,6,3,6,3,205,110,0,0,25,0.227273,0.000000,0.045455,0.409091,0.090246,0.171128
0,12,8,16.416667,24,0,0,2,121,0,0,0,0,0,0,1,0,0,4.600000,0.200000,0.200000,3.000000,0.280054,0.132895
2,4,6,178.500000,56,0,0,0,0,13,7,13,7,338,187,2,0,0,0.318182,0.000000,0.045455,0.909091,0.051290,0.049689
1,11,9,36.818182,57,86,86,272,21,6,0,6,0,213,0,2,1,0,0.933333,0.000000,0.533333,2.066667,0.481823,0.939949
0,5,7,18.600000,336,4,0,4,31,0,0,0,0,0,0,1,1,0,4.000000,0.400000,0.400000,2.400000,0.119995,0.004128
0,7,6,28.714286,155,3,3,103,59,101,6,101,6,2713,155,0,0,0,2.600000,0.000000,0.200000,2.400000,0.162020,0.036582
0,0,2,0.000000,34,0,0,0,8,306,41,306,41,7673,994,0,0,0,1.600000,0.000000,0.000000,0.000000,0.658301,0.235612
1,20,11,218.500000,239,0,0,0,0,6,0,6,0,237,0,1,1,0,2.133333,0.133333,0.333333,2.600000,0.398216,0.024289
1,8,6,38.250000,108,0,0,0,0,1,0,1,0,40,0,0,0,0,1.333333,0.000000,0.000000,1.200000,0.034117,0.207157
2,0,3,0.000000,105,0,0,0,0,3,0,3,0,79,0,0,0,64,0.727273,0.000000,0.045455,0.272727,0.435530,0.121316
1,21,11,60.095238,102,1,1,220,73,3,0,3,0,181,0,1,0,0,2.333333,0.066667,1.666667,3.466667,0.042946,0.012131
2,4,4,15.000000,47,1,1,0,0,11,1,11,1,398,32,0,0,5,0.681818,0.045455,0.090909,0.590909,0.270794,0.357736
1,3,5,9.333333,76,5,5,0,0,33,6,33,6,1052,195,3,0,6,1.066667,0.000000,0.000000,0.200000,0.590360,0.004240
1,1,3,33.000000,129,0,0,96,69,10,5,10,5,309,158,0,0,0,0.666667,0.133333,0.000000,0.133333,0.466447,0.041009
0,5,6,15.000000,161,2,1,37,0,2,0,2,0,58,0,1,0,0,2.600000,0.000000,0.400000,1.800000,0.093583,0.004147
0,2,4,60.000000,39,2,2,8,0,1,1,1,1,30,30,0,0,0,1.000000,0.000000,0.200000,1.800000,0.798991,0.045969
2,2,2,2.000000,106,0,0,9,0,2,1,2,1,74,35,0,0,0,0.318182,0.000000,0.000000,0.409091,0.398278,0.138503
2,3,5,9.000000,50,0,0,0,0,21,3,21,3,568,87,0,0,0,0.772727,0.090909,0.000000,0.272727,0.286275,0.098393
0,7,8,77.571429,199,0,0,0,0,87,15,87,15,2713,369,0,0,0,4.000000,0.800000,0.600000,1.800000,0.225285,0.107085
0,19,8,42.736842,101,0,0,0,78,80,11,80,11,2122,278,2,0,0,7.200000,1.000000,0.600000,4.400000,0.111021,0.004183
2,0,3,0.000000,178,73,72,264,85,0,0,0,0,0,0,1,0,0,0.363636,0.000000,0.000000,0.000000,0.057831,0.004129
1,0,3,0.000000,36,1,1,25,80,82,10,82,10,2364,308,0,0,0,0.666667,0.000000,0.000000,0.000000,0.049130,0.182769
1,0,4,0.000000,31,2,2,6,16,112,12,112,12,3470,408,0,0,6,0.200000,0.000000,0.066667,0.800000,0.186166,0.182769
1,3,7,5.000000,122,0,0,0,0,14,3,14,3,464,91,1,0,0,2.266667,0.066667,0.133333,1.133333,0.074666,0.063752
0,1,4,9.000000,119,0,0,3,12,0,0,0,0,0,0,0,0,5,0.400000,0.000000,0.200000,2.000000,0.179108,0.004149
0,4,5,16.500000,50,0,0,0,0,23,9,23,9,622,185,0,0,5,1.000000,0.200000,0.000000,1.600000,0.714676,0.097292
0,1,6,75.000000,294,0,0,0,4,0,0,0,0,0,0,1,0,0,2.200000,0.000000,0.000000,0.400000,0.738414,0.470027
0,1,1,12.000000,158,0,0,0,0,90,13,90,13,2263,372,0,0,0,1.800000,0.200000,0.000000,0.200000,0.731409,0.098930
1,1,5,115.000000,46,0,0,0,0,2,2,2,2,68,68,0,0,0,0.266667,0.000000,0.000000,0.333333,0.070745,0.327198
0,0,6,0.000000,285,0,0,0,3,0,0,0,0,0,0,0,0,0,1.200000,0.000000,0.000000,0.200000,0.714293,0.416322
1,0,2,0.000000,73,0,0,0,5,81,9,81,9,2215,258,0,0,0,0.600000,0.133333,0.000000,0.000000,0.058536,0.038925
2,2,4,9.000000,103,8,8,0,0,9,2,9,2,256,38,1,1,0,0.227273,0.000000,0.000000,0.136364,0.683512,0.367325
2,1,5,15.000000,67,63,63,178,48,4,0,4,0,111,0,1,0,43,0.272727,0.000000,0.045455,0.454545,0.063471,0.305386
1,2,3,16.000000,72,38,37,51,38,15,5,15,5,328,98,0,0,0,0.466667,0.000000,0.133333,0.400000,0.656070,0.235612
2,0,4,0.000000,60,0,0,33,0,76,7,76,7,2171,288,0,0,0,0.136364,0.000000,0.000000,0.090909,0.840093,0.038925
1,18,9,29.555556,55,3,3,121,125,73,9,73,9,2040,256,3,0,0,2.333333,0.200000,0.066667,1.600000,0.318538,0.703607
2,1,3,41.000000,97,62,61,84,32,0,0,0,0,0,0,0,0,0,0.181818,0.000000,0.000000,0.045455,0.858503,0.430958
0,2,4,14.000000,169,9,9,25,58,24,11,24,11,739,354,0,0,0,0.600000,0.000000,0.200000,2.000000,0.549052,0.104977
2,9,9,121.555556,69,15,14,0,0,8,0,8,0,308,0,2,0,13,1.318182,0.000000,0.681818,1.590909,0.057372,0.277841
0,2,4,11.000000,32,2,2,319,0,15,1,15,1,390,51,1,0,0,1.600000,0.000000,0.200000,2.000000,0.100319,0.005295
0,2,6,228.000000,363,16,15,50,4,6,1,6,1,173,29,0,0,0,3.600000,0.400000,0.000000,0.600000,0.192926,0.171128
0,12,8,167.333333,114,83,81,313,9,23,1,23,1,588,26,1,0,7,5.000000,0.600000,0.400000,3.200000,0.113276,0.006162
0,1,8,72.000000,43,0,0,12,29,16,2,16,2,589,96,1,0,0,3.400000,0.200000,0.000000,0.800000,0.103630,0.076550
1,3,7,51.666667,125,0,0,0,1,6,1,6,1,159,22,0,0,0,0.933333,0.000000,0.000000,0.266667,0.039651,0.197846
0,0,1,0.000000,58,3,3,10,78,36,6,36,6,803,144,0,0,0,0.600000,0.000000,0.000000,0.000000,0.284156,0.098930
2,3,5,12.666667,44,1,1,0,0,9,2,9,2,226,51,0,0,0,0.454545,0.045455,0.000000,0.181818,0.072583,0.235612
2,3,4,44.333333,107,54,54,102,29,34,7,33,6,1103,270,1,0,0,0.454545,0.090909,0.045455,0.136364,0.111623,0.420398
0,6,5,39.666667,98,7,7,10,165,555,122,555,122,14188,2840,0,0,0,4.000000,0.600000,0.600000,1.800000,0.529167,0.235612
1,0,1,0.000000,50,3,3,57,9,6,1,6,1,151,21,0,0,0,0.200000,0.000000,0.000000,0.000000,0.099331,0.150463
1,4,7,25.250000,118,13,13,0,0,237,23,237,23,5678,562,2,1,15,0.800000,0.066667,0.066667,0.666667,0.047049,0.198401
2,19,8,38.052632,113,53,53,0,0,6,2,6,2,213,57,1,0,5,2.045455,0.181818,0.136364,1.000000,0.060064,0.258826
0,5,6,36.800000,160,4,4,0,0,21,2,21,2,650,49,0,0,11,5.600000,2.000000,0.000000,2.000000,0.279932,0.188180
0,3,3,40.000000,176,0,0,0,0,2,1,2,1,51,24,0,0,0,2.800000,0.200000,0.400000,1.600000,0.551782,0.067883
2,1,2,15.000000,107,51,51,98,29,15,5,15,5,314,100,0,0,0,0.318182,0.090909,0.000000,0.045455,0.152678,0.032823
0,0,4,0.000000,34,0,0,0,0,72,10,72,10,1797,246,0,0,0,2.400000,0.000000,0.000000,0.200000,0.100037,0.098930
0,5,9,20.800000,88,87,85,317,0,49,6,49,6,1271,144,1,0,0,3.400000,0.800000,0.000000,1.200000,0.238891,0.153865
0,3,5,24.333333,156,0,0,0,0,5,0,5,0,145,0,0,0,0,1.800000,0.200000,0.200000,3.200000,0.224935,0.426184
0,4,2,50.750000,118,0,0,0,2,4,0,4,0,189,0,0,0,0,1.200000,0.400000,0.000000,0.800000,0.828348,0.239882
0,0,0,0.000000,53,76,75,111,48,80,20,80,20,1712,450,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.098930
0,14,4,40.214286,94,153,132,529,12,6,0,4,0,194,0,0,0,0,5.400000,1.000000,0.200000,4.400000,0.342578,0.104024
1,4,6,15.750000,120,48,46,92,4,17,4,17,4,403,76,3,0,2,0.466667,0.000000,0.000000,0.266667,0.473577,0.127198
0,7,4,33.714286,50,0,0,0,0,9,0,9,0,186,0,0,0,0,2.000000,1.000000,1.000000,2.400000,0.338770,0.018544
1,0,1,0.000000,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.951869,0.004166
1,4,4,24.000000,101,21,18,0,0,70,4,70,4,1933,173,1,0,0,0.866667,0.200000,0.133333,0.266667,0.036079,0.041998
1,0,2,0.000000,95,5,5,0,0,15,3,15,3,438,84,0,0,0,0.066667,0.000000,0.000000,0.000000,0.723952,0.073325
1,3,3,23.333333,50,0,0,7,6,25,21,25,21,438,374,0,0,0,0.400000,0.000000,0.066667,0.800000,0.038656,0.156470
1,2,3,7.000000,266,0,0,0,2,13,3,13,3,272,63,0,0,0,0.600000,0.000000,0.000000,0.133333,0.039654,0.098064
0,9,7,63.111111,268,49,49,82,4,8,0,8,0,246,0,2,0,0,7.600000,1.400000,0.600000,2.400000,0.176375,0.006225
1,1,4,54.000000,496,1,1,7,1,4,1,4,1,91,12,3,0,0,1.066667,0.000000,0.000000,0.066667,0.522122,0.104861
2,15,7,38.400000,152,38,37,100,48,6,1,6,1,208,34,3,0,0,1.363636,0.272727,0.045455,0.909091,0.052014,0.004162
1,3,7,37.666667,72,1,1,0,0,8,2,8,2,220,68,2,0,8,1.066667,0.066667,0.066667,0.600000,0.039330,0.045840
0,1,4,73.000000,73,8,6,0,0,88,8,88,8,2780,260,1,0,0,4.200000,0.800000,0.400000,1.200000,0.088664,0.352812
0,4,4,11.750000,107,2,2,0,0,112,20,112,20,2501,589,2,2,0,3.600000,0.000000,0.200000,3.000000,0.852601,0.221821
2,5,5,30.200000,179,19,19,0,0,5,1,5,1,177,26,0,0,0,0.590909,0.181818,0.136364,0.636364,0.466506,0.436488
1,7,6,40.857143,189,0,0,24,12,16,0,16,0,550,0,0,0,0,1.400000,0.133333,0.200000,1.200000,0.039714,0.127509
0,1,4,8.000000,63,9,9,6,2,26,2,26,2,790,73,1,0,13,1.600000,0.000000,0.200000,2.000000,0.720531,0.015668
0,1,5,17.000000,117,6,6,9,73,4,0,4,0,88,0,1,1,6,1.000000,0.000000,0.200000,2.800000,0.096813,0.004136
1,0,2,0.000000,112,102,102,0,0,21,4,20,4,718,99,0,0,0,0.066667,0.000000,0.000000,0.200000,0.922689,0.130892
0,2,3,16.000000,79,1,1,3,130,13,9,13,9,362,272,0,0,0,1.200000,0.000000,0.400000,2.000000,0.755887,0.098930
0,0,5,0.000000,288,0,0,0,14,0,0,0,0,0,0,1,1,0,0.600000,0.000000,0.000000,0.400000,0.829577,0.520031
0,1,2,41.000000,67,3,3,36,10,542,110,542,110,13991,2676,0,0,0,1.000000,0.400000,0.200000,1.200000,0.220463,0.235612
2,1,2,8.000000,101,9,9,28,5,12,3,12,3,466,106,0,0,0,0.136364,0.000000,0.000000,0.045455,0.745182,0.357736
1,4,8,62.750000,130,7,7,22,582,31,12,31,12,925,408,0,0,0,0.666667,0.000000,0.000000,0.333333,0.712257,0.327198
1,1,6,32.000000,77,3,3,0,0,103,19,103,19,3204,673,1,0,0,0.600000,0.066667,0.066667,0.400000,0.048849,0.164873
1,5,4,18.000000,72,1,1,0,0,0,0,0,0,0,0,0,0,0,1.400000,0.066667,0.066667,0.666667,0.085588,0.004131
0,0,0,0.000000,82,2,2,0,0,33,26,33,26,754,596,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
2,1,3,5.000000,74,4,4,0,0,9,3,9,3,211,61,0,0,50,0.363636,0.090909,0.045455,0.409091,0.093783,0.097292
0,3,7,17.333333,229,0,0,0,18,0,0,0,0,0,0,1,1,7,0.800000,0.000000,0.400000,4.600000,0.217315,0.356674
1,5,8,52.600000,104,3,3,7,1,80,11,79,11,2573,323,1,0,2,1.466667,0.000000,0.133333,0.800000,0.456318,0.182769
1,4,5,17.750000,68,1,1,0,0,40,10,40,10,1140,293,0,0,0,0.600000,0.066667,0.066667,0.466667,0.056087,0.107085
0,0,3,0.000000,72,0,0,0,0,26,1,26,1,1035,16,1,0,0,3.600000,0.200000,0.000000,0.200000,0.514713,0.527932
1,8,8,21.625000,192,0,0,0,15,7,1,7,1,188,58,3,0,4,1.933333,0.133333,0.133333,1.533333,0.030184,0.004129
1,14,4,58.285714,126,3,3,115,59,21,2,21,2,524,62,0,0,0,2.400000,0.200000,0.266667,1.333333,0.085592,0.004985
1,0,2,0.000000,124,1,1,0,0,25,3,22,1,734,73,0,0,0,0.133333,0.000000,0.000000,0.066667,0.060621,0.130892
2,1,3,115.000000,53,2,2,1,1,0,0,0,0,0,0,1,0,0,0.272727,0.000000,0.000000,0.318182,0.780055,0.533741
