priority,NCommentT,NActor,meanCommentSize,ticketCleanedBodyLen,nticketsByCreatorOpen,nClosedticketsByCreatorOpen,nCommentsByCreator,NCommentByActorsT,NticketsCreatedInProject,NticketsCreatedInProjectT,NticketsCreatedInProjectClosed,NticketsCreatedInProjectClosedT,NActivityInProject,NActivityInProjectT,chainLength,longTimeHold,lateTriageDays,InitialActivityCount,InitialActionCount,recentActionCount,recentActivityCount,activitysequence,projectCoverage
1,10,6,22.400000,50,6,6,0,0,6,3,6,3,210,91,1,0,0,1.533333,0.133333,0.066667,0.733333,0.044497,0.816090
1,3,6,42.666667,97,1,1,9,42,79,9,79,9,2240,228,0,0,0,1.066667,0.333333,0.066667,0.533333,0.541813,0.038925
1,1,2,26.000000,370,8,8,0,0,32,20,32,20,917,542,0,0,44,0.133333,0.000000,0.000000,0.266667,0.303063,0.171128
1,11,7,26.181818,41,0,0,26,15,20,2,20,2,469,54,1,0,0,2.333333,0.133333,0.333333,1.200000,0.037987,0.104861
0,1,4,25.000000,9,0,0,0,0,6,0,6,0,132,0,0,0,0,1.800000,0.000000,0.000000,0.200000,0.352016,0.412437
1,1,8,24.000000,186,1,1,1,93,8,4,8,4,264,156,1,0,28,0.666667,0.066667,0.000000,0.666667,0.102579,0.259994
1,0,3,0.000000,118,14,14,0,0,7,0,7,0,185,0,1,0,0,0.333333,0.000000,0.000000,0.000000,0.564629,0.931134
1,1,2,12.000000,129,1,1,9,24,55,5,55,5,1372,99,1,0,0,0.466667,0.000000,0.000000,0.066667,0.070899,0.049914
0,1,5,34.000000,94,0,0,0,0,2,0,2,0,109,0,1,1,0,1.200000,0.000000,0.200000,1.200000,0.224412,0.004161
1,1,1,75.000000,117,76,75,111,23,56,3,56,3,1660,96,0,0,0,0.266667,0.000000,0.000000,0.066667,0.851200,0.206311
1,5,8,23.800000,202,2,1,0,0,72,8,71,7,1574,119,2,1,0,0.800000,0.066667,0.466667,1.200000,0.039326,0.260583
2,2,7,15.500000,107,3,3,0,0,7,1,7,1,159,17,3,1,0,0.181818,0.000000,0.090909,0.590909,0.580091,0.431936
2,3,8,15.333333,106,12,12,0,0,1,0,1,0,20,0,2,1,0,0.181818,0.000000,0.000000,0.636364,0.052248,0.013771
1,0,4,0.000000,175,0,0,0,27,21,3,21,3,629,80,2,0,0,0.466667,0.000000,0.000000,0.000000,0.594343,0.922576
1,1,4,115.000000,107,7,7,21,327,106,28,106,28,3776,1145,0,0,0,0.133333,0.000000,0.000000,0.200000,0.437847,0.357736
2,2,4,19.000000,150,42,42,224,137,4,1,4,1,122,19,1,0,0,0.818182,0.227273,0.000000,0.090909,0.645685,0.201676
1,0,4,0.000000,204,0,0,0,68,0,0,0,0,0,0,1,0,0,0.466667,0.066667,0.000000,0.000000,0.292852,0.356674
1,7,6,13.857143,75,0,0,0,0,11,1,11,1,447,68,0,0,0,1.800000,0.133333,0.000000,0.466667,0.033791,0.360528
0,11,10,14.090909,219,0,0,0,0,0,0,0,0,0,0,1,1,0,4.400000,1.000000,0.200000,5.000000,0.097054,0.004933
0,3,8,15.000000,261,0,0,0,18,4,1,4,1,214,24,0,0,0,2.200000,0.000000,1.600000,7.000000,0.113185,0.108369
1,16,9,45.250000,129,0,0,0,0,60,5,60,5,1707,134,0,0,0,1.200000,0.000000,0.066667,1.600000,0.043109,0.036582
0,1,2,5.000000,51,1,1,3,171,22,14,22,14,521,286,0,0,0,0.800000,0.000000,0.200000,1.200000,0.213905,0.098930
0,14,9,43.928571,108,14,14,62,0,83,7,83,7,2519,165,3,1,4,4.800000,0.400000,1.400000,5.000000,0.224446,0.004128
1,1,1,65.000000,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800000,0.066667,0.000000,0.066667,0.043354,0.004143
0,3,6,37.000000,197,0,0,0,18,0,0,0,0,0,0,1,1,7,0.800000,0.000000,0.200000,2.400000,0.783895,0.356674
1,5,11,33.800000,132,82,81,316,4,9,4,9,4,272,121,3,0,0,2.133333,0.133333,0.000000,0.533333,0.407863,0.723803
1,1,4,55.000000,164,12,12,0,0,27,2,27,2,532,44,1,0,0,0.466667,0.000000,0.200000,0.533333,0.068555,0.221821
2,2,8,71.000000,50,0,0,0,0,7,1,7,1,194,35,0,0,65,0.454545,0.045455,0.000000,0.318182,0.257977,0.327198
0,4,6,25.000000,54,7,7,0,0,34,5,34,5,773,123,1,0,0,1.800000,0.200000,0.000000,0.800000,0.390010,0.005162
1,0,2,0.000000,78,2,2,3,15,27,2,27,2,726,59,0,0,0,0.133333,0.000000,0.000000,0.000000,0.705742,0.098064
0,0,3,0.000000,33,81,80,100,72,122,26,122,26,3015,548,0,0,0,0.800000,0.000000,0.000000,0.000000,0.149310,0.038976
1,2,5,35.500000,143,8,8,0,0,53,11,53,11,1146,196,1,1,23,0.666667,0.000000,0.066667,0.600000,0.044751,0.101654
0,4,6,42.750000,210,0,0,0,22,4,1,4,1,106,18,1,0,0,2.200000,0.000000,0.000000,1.000000,0.331972,0.444462
0,7,7,56.142857,86,2,2,0,0,17,3,17,3,404,44,0,0,2,4.800000,0.800000,0.600000,3.800000,0.108149,0.024038
1,3,4,16.333333,95,3,2,0,0,103,12,102,12,3259,391,0,0,0,0.733333,0.333333,0.000000,0.200000,0.035351,0.107085
0,1,1,8.000000,129,0,0,23,3,21,4,21,4,626,119,0,0,6,0.200000,0.000000,0.000000,0.200000,0.919529,0.182769
1,2,4,21.500000,183,0,0,0,68,0,0,0,0,0,0,0,0,0,0.333333,0.066667,0.000000,0.133333,0.912988,0.409630
1,10,9,68.100000,107,0,0,0,0,74,9,74,9,2530,288,5,0,0,1.866667,0.466667,0.133333,1.000000,0.388516,0.761363
1,2,5,85.500000,116,15,15,0,0,26,7,26,7,854,210,2,0,0,0.733333,0.066667,0.000000,0.200000,0.594402,0.535866
1,0,1,0.000000,256,0,0,0,1,5,1,5,1,190,33,0,0,0,0.066667,0.000000,0.000000,0.000000,0.930355,0.217938
0,5,9,12.400000,136,6,5,37,26,15,3,15,3,487,99,1,1,10,3.400000,0.000000,0.800000,5.200000,0.096706,0.354149
1,11,11,68.090909,57,0,0,0,0,86,5,86,5,2463,193,0,0,0,3.066667,1.200000,0.066667,1.000000,0.049147,0.235612
1,3,4,7.666667,315,8,8,0,0,14,2,14,2,291,56,0,0,0,0.333333,0.000000,0.066667,0.600000,0.096185,0.150463
1,2,5,67.500000,66,9,9,119,90,28,6,28,6,930,214,0,0,14,0.533333,0.133333,0.000000,0.266667,0.695612,0.188180
2,3,4,16.000000,126,14,14,0,0,65,12,65,12,1748,325,1,0,15,0.363636,0.000000,0.045455,0.409091,0.056562,0.045840
0,0,4,0.000000,172,0,0,0,15,8,2,8,2,377,96,1,0,4,2.800000,0.000000,0.000000,0.200000,0.528694,0.495007
2,1,2,43.000000,44,0,0,0,0,35,6,35,6,1253,310,0,0,0,0.181818,0.000000,0.000000,0.045455,0.179472,0.182769
2,4,6,39.000000,83,169,163,546,123,0,0,0,0,0,0,3,0,0,0.636364,0.000000,0.045455,0.590909,0.052286,0.049914
1,8,5,19.625000,375,1,1,22,40,19,2,19,2,479,81,0,0,0,1.266667,0.000000,0.066667,0.800000,0.045071,0.008578
1,4,6,201.750000,161,2,2,0,0,78,15,78,15,2584,493,1,1,0,0.600000,0.133333,0.266667,0.733333,0.501489,0.029572
0,8,6,26.250000,79,1,1,40,10,17,4,17,4,579,178,2,1,14,5.200000,0.600000,0.400000,4.600000,0.089966,0.404588
1,0,1,0.000000,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0.200000,0.133333,0.000000,0.000000,0.761338,0.242054
1,3,7,47.000000,173,10,10,0,0,24,5,24,5,675,127,0,0,34,0.533333,0.000000,0.200000,1.000000,0.040267,0.188180
0,3,7,6.666667,166,7,7,16,609,0,0,0,0,0,0,1,1,11,2.400000,0.000000,0.000000,3.000000,0.238118,0.951299
0,9,4,33.666667,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,7.000000,1.200000,0.600000,4.600000,0.096486,0.070205
2,3,6,88.333333,13,1,1,6,2,1,0,1,0,29,0,0,0,0,0.363636,0.000000,0.045455,0.409091,0.062450,0.004129
0,5,9,14.000000,200,1,0,0,0,72,15,72,15,2394,413,0,0,0,4.000000,0.800000,0.000000,1.000000,0.118629,0.107085
0,9,10,65.666667,124,140,139,510,9,88,10,88,10,2399,302,0,0,0,4.400000,1.000000,0.600000,3.200000,0.103132,0.036582
0,7,5,103.000000,302,0,0,0,0,1,0,1,0,19,0,0,0,0,4.600000,0.400000,1.200000,3.000000,0.086628,0.015861
0,2,4,41.500000,238,0,0,0,0,0,0,0,0,0,0,1,0,0,3.000000,0.200000,0.200000,1.800000,0.254766,0.027494
1,0,5,0.000000,100,0,0,0,0,47,4,47,4,1064,97,0,0,5,0.533333,0.000000,0.000000,0.000000,0.047165,0.097292
1,0,3,0.000000,372,8,8,0,0,32,20,32,20,917,542,0,0,39,0.066667,0.000000,0.000000,0.333333,0.550882,0.171128
0,3,5,29.666667,437,0,0,0,18,0,0,0,0,0,0,0,0,0,0.800000,0.000000,0.000000,1.200000,0.241594,0.414802
0,3,5,10.000000,187,0,0,0,44,9,9,9,9,201,201,0,0,0,2.200000,0.600000,0.000000,0.600000,0.271251,0.235612
2,3,6,32.333333,278,13,12,75,72,0,0,0,0,0,0,0,0,16,0.500000,0.045455,0.090909,0.545455,0.052004,0.025712
0,7,4,31.285714,164,0,0,8,0,0,0,0,0,0,0,0,0,0,3.000000,1.400000,1.400000,3.000000,0.097187,0.299463
0,2,6,36.000000,152,0,0,0,0,10,0,10,0,272,0,0,0,0,4.000000,0.200000,0.200000,1.200000,0.570794,0.192233
2,1,6,9.000000,13,0,0,23,0,9,1,9,1,371,63,0,0,0,0.318182,0.000000,0.000000,0.363636,0.080933,0.104977
0,0,1,0.000000,24,0,0,0,4,345,51,345,51,8767,1185,0,0,0,0.200000,0.200000,0.000000,0.000000,0.913166,0.235612
1,1,3,21.000000,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600000,0.000000,0.000000,0.133333,0.062244,0.242054
1,1,4,8.000000,321,8,8,0,0,12,0,12,0,367,0,0,0,0,0.333333,0.000000,0.066667,0.533333,0.052063,0.299339
0,5,5,62.400000,61,1,1,28,0,33,6,33,6,971,144,0,0,0,2.600000,0.200000,0.200000,1.400000,0.756123,0.038925
1,3,4,13.000000,37,0,0,0,0,20,3,20,3,642,104,0,0,0,0.400000,0.133333,0.066667,0.666667,0.042804,0.182769
0,8,7,51.875000,98,23,23,0,0,68,24,68,24,1461,525,2,1,0,2.000000,0.200000,0.200000,2.400000,0.134703,0.049914
0,1,4,22.000000,22,2,2,168,73,8,1,8,1,322,31,0,0,0,0.800000,0.000000,0.200000,1.400000,0.456506,0.108369
2,1,3,14.000000,665,2,2,53,10,80,12,80,12,2502,465,0,0,0,0.272727,0.045455,0.045455,0.136364,0.817144,0.038925
0,1,5,10.000000,200,13,12,0,0,11,7,11,7,232,155,0,0,13,0.600000,0.000000,0.000000,0.800000,0.290178,0.012392
2,1,7,9.000000,168,49,49,119,39,80,9,80,9,2346,405,0,0,0,0.500000,0.000000,0.090909,0.590909,0.054240,0.038925
1,2,6,12.500000,113,10,9,0,0,27,7,27,7,708,138,1,1,0,0.600000,0.000000,0.000000,0.533333,0.588792,0.062297
0,0,3,0.000000,235,17,15,50,4,1,0,1,0,17,0,0,0,14,0.200000,0.000000,0.000000,1.200000,0.123576,0.156470
0,2,2,27.000000,58,0,0,0,2,4,1,4,1,80,31,1,1,0,0.800000,0.000000,0.000000,0.400000,0.861529,0.008373
1,2,3,36.000000,65,1,1,7,4,21,6,19,5,598,143,0,0,0,0.266667,0.000000,0.000000,0.266667,0.881787,0.231633
1,10,10,108.000000,77,1,1,0,0,8,1,8,1,180,21,4,1,22,0.933333,0.133333,0.066667,0.933333,0.037070,0.925285
2,3,7,25.333333,37,0,0,3,3,8,1,8,1,245,32,1,0,0,0.318182,0.045455,0.000000,0.272727,0.777371,0.015412
1,1,2,25.000000,189,0,0,0,0,4,0,4,0,137,0,0,0,0,0.400000,0.000000,0.000000,0.400000,0.035034,0.011234
2,2,5,7.000000,89,132,130,488,147,9,1,9,1,407,34,1,0,0,0.409091,0.000000,0.045455,0.454545,0.134140,0.079030
0,8,6,17.750000,76,7,7,10,132,31,3,31,3,1040,114,1,1,0,2.400000,0.200000,0.600000,3.000000,0.317937,0.019729
2,3,5,7.000000,175,1,1,0,0,12,1,12,1,304,15,0,0,0,0.727273,0.000000,0.045455,0.545455,0.066226,0.008488
2,8,9,18.125000,123,11,10,13,8,1,1,1,1,12,12,5,0,4,1.318182,0.181818,0.045455,0.545455,0.290850,0.004143
1,2,2,15.500000,301,0,0,0,7,26,19,26,19,703,490,0,0,5,0.400000,0.066667,0.066667,0.133333,0.367941,0.206311
0,1,5,29.000000,13,0,0,0,0,14,0,14,0,418,0,0,0,0,2.400000,1.200000,0.000000,0.600000,0.671390,0.076894
0,0,4,0.000000,86,0,0,0,0,12,6,12,6,361,104,0,0,0,0.200000,0.000000,0.200000,1.400000,0.902798,0.008488
2,4,6,177.000000,100,37,37,0,0,0,0,0,0,0,0,1,0,0,0.727273,0.181818,0.045455,0.454545,0.057251,0.004140
2,4,5,19.250000,89,3,3,3,0,6,0,6,0,166,0,1,0,4,0.272727,0.000000,0.090909,0.772727,0.066365,0.426852
2,1,4,29.000000,104,140,138,492,117,20,1,20,1,510,21,0,0,0,0.227273,0.000000,0.000000,0.136364,0.679459,0.130892
0,20,9,35.850000,172,85,85,266,17,148,15,148,15,3681,388,1,0,0,5.400000,0.200000,0.400000,4.800000,0.434388,0.049914
1,4,8,32.500000,68,0,0,0,0,8,1,8,1,263,41,3,1,0,1.000000,0.000000,0.066667,1.133333,0.316336,0.015212
0,7,6,46.000000,205,1,1,0,0,124,16,124,16,3196,428,0,0,0,1.600000,0.000000,0.800000,4.000000,0.167143,0.098930
1,2,6,66.500000,149,8,8,0,0,79,17,78,17,2542,614,0,0,26,0.200000,0.000000,0.000000,0.400000,0.085713,0.182769
2,4,5,38.750000,37,0,0,0,2,76,7,76,7,2171,288,0,0,0,0.454545,0.045455,0.090909,0.454545,0.056728,0.038925
1,8,5,20.375000,130,5,5,0,0,26,1,26,1,627,51,2,0,0,1.200000,0.133333,0.000000,0.533333,0.123848,0.772693
1,0,1,0.000000,98,7,7,22,96,58,8,58,8,1653,173,0,0,0,0.066667,0.000000,0.000000,0.000000,0.947678,0.357736
1,4,5,28.000000,14,1,1,14,14,11,2,11,2,292,58,0,0,0,0.666667,0.133333,0.066667,0.866667,0.263936,0.171128
0,1,1,20.000000,158,0,0,7,1,5,1,5,1,227,53,0,0,0,2.000000,0.800000,0.000000,0.200000,0.591537,0.239882
2,5,9,33.800000,67,2,2,0,0,6,2,6,2,206,83,2,0,0,0.272727,0.000000,0.000000,0.409091,0.054362,0.902240
2,1,4,12.000000,114,56,56,204,92,25,1,25,1,529,17,0,0,0,0.363636,0.000000,0.045455,0.272727,0.693934,0.038925
2,1,4,13.000000,86,108,105,411,83,22,3,22,3,643,83,1,0,0,0.500000,0.045455,0.000000,0.045455,0.257160,0.026683
2,1,5,25.000000,147,2,2,19,8,0,0,0,0,0,0,3,0,0,0.363636,0.000000,0.045455,0.227273,0.491612,0.004129
0,13,7,38.538462,148,0,0,0,0,0,0,0,0,0,0,2,0,4,6.800000,0.200000,0.200000,3.400000,0.223620,0.299463
1,2,4,34.000000,101,0,0,19,11,3,0,3,0,110,0,0,0,0,0.533333,0.133333,0.000000,0.266667,0.033886,0.011234
1,9,6,25.222222,35,0,0,8,2,68,12,68,12,1615,287,1,0,9,0.933333,0.000000,0.066667,0.800000,0.042153,0.260583
1,9,4,30.000000,193,3,3,130,37,80,14,80,14,2316,444,0,0,0,0.933333,0.000000,0.000000,0.600000,0.085416,0.038925
1,0,3,0.000000,49,0,0,9,8,71,3,71,3,2073,149,1,0,0,1.266667,0.000000,0.000000,0.000000,0.052357,0.352812
2,3,8,33.666667,115,9,9,0,0,3,1,3,1,105,29,2,0,60,0.409091,0.000000,0.090909,0.681818,0.065978,0.034869
0,3,3,135.000000,52,1,1,21,13,8,5,8,5,177,130,1,0,0,4.600000,0.600000,0.000000,0.600000,0.465211,0.819555
0,0,2,0.000000,321,8,8,0,0,14,1,14,1,423,38,0,0,0,0.400000,0.000000,0.000000,0.200000,0.901244,0.104977
0,10,5,77.400000,122,1,1,2,21,1,0,1,0,15,0,0,0,0,3.000000,0.000000,0.000000,3.200000,0.557103,0.428000
1,1,3,3.000000,296,8,8,0,0,20,8,20,8,560,185,0,0,25,0.133333,0.000000,0.000000,0.466667,0.084354,0.171128
2,1,5,115.000000,208,4,4,18,15,1,0,1,0,51,0,0,0,0,0.090909,0.000000,0.000000,0.136364,0.596727,0.327198
0,1,2,10.000000,306,9,9,19,400,12,9,12,9,262,167,0,0,10,0.600000,0.200000,0.200000,1.800000,0.149198,0.156470
0,4,5,19.500000,156,0,0,0,0,0,0,0,0,0,0,0,0,0,1.400000,0.200000,0.400000,3.600000,0.321489,0.242054
1,3,4,7.333333,187,29,29,103,44,15,6,15,6,433,193,1,0,0,0.733333,0.066667,0.000000,0.266667,0.077783,0.008779
1,8,11,151.250000,79,1,1,0,0,88,5,88,5,2624,290,4,1,26,1.266667,0.000000,0.333333,1.666667,0.422723,0.074477
0,0,3,0.000000,254,9,9,25,58,17,2,17,2,406,49,1,0,0,0.800000,0.000000,0.000000,0.200000,0.862186,0.507196
1,9,9,19.222222,115,2,2,89,127,62,9,62,9,1755,251,3,1,0,1.600000,0.000000,0.066667,1.133333,0.032743,0.004128
1,0,3,0.000000,196,9,9,25,166,2,1,2,1,55,31,1,0,0,0.400000,0.000000,0.000000,0.000000,0.081145,0.196468
2,1,4,3.000000,109,62,61,112,28,1,1,1,1,20,20,1,0,0,0.363636,0.000000,0.000000,0.045455,0.434347,0.004905
0,4,4,14.000000,81,0,0,0,15,8,8,8,8,183,183,0,0,0,2.400000,0.400000,0.400000,1.800000,0.603557,0.235612
0,4,6,31.750000,105,107,104,411,11,132,33,132,33,3956,857,3,1,0,3.400000,0.000000,0.000000,1.200000,0.103652,0.027887
2,2,4,26.500000,52,0,0,0,0,1,0,1,0,35,0,0,0,2,0.318182,0.000000,0.045455,0.409091,0.123946,0.032207
0,1,6,57.000000,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1.400000,0.000000,0.200000,1.800000,0.341432,0.008488
0,0,3,0.000000,66,45,43,83,77,84,7,84,7,2614,212,0,0,0,0.800000,0.000000,0.000000,0.000000,0.901244,0.107085
2,0,2,0.000000,370,1,1,50,20,22,5,22,5,669,225,0,0,0,0.181818,0.000000,0.000000,0.090909,0.195391,0.206311
1,2,3,19.000000,125,3,2,38,51,68,14,68,14,2014,381,0,0,19,0.200000,0.000000,0.066667,0.933333,0.213228,0.357736
2,5,6,28.000000,126,106,106,0,0,27,4,27,4,766,122,1,0,0,0.363636,0.000000,0.000000,0.227273,0.731004,0.116740
0,1,3,7.000000,152,63,62,86,23,90,8,90,8,1993,211,0,0,0,0.800000,0.000000,0.000000,0.200000,0.248803,0.038976
1,0,4,0.000000,39,1,1,0,0,53,11,53,11,1146,196,0,0,6,0.200000,0.000000,0.000000,0.066667,0.876623,0.097292
1,14,13,50.571429,199,0,0,0,0,40,4,40,4,1018,185,2,1,0,2.200000,0.533333,0.066667,0.933333,0.475143,0.049914
0,2,2,122.000000,361,22,22,0,0,1,0,1,0,38,0,1,1,0,4.200000,2.200000,0.000000,0.400000,0.588223,0.825374
1,0,3,0.000000,101,13,13,36,173,85,15,85,15,2434,405,0,0,6,0.333333,0.000000,0.000000,0.200000,0.768672,0.357736
2,1,4,22.000000,168,1,1,1,1,1,1,1,1,22,22,1,0,0,0.500000,0.136364,0.000000,0.045455,0.577502,0.148418
0,3,6,50.333333,141,0,0,0,218,78,8,78,8,2322,195,0,0,0,2.200000,0.600000,0.200000,1.800000,0.110900,0.107085
0,18,11,82.944444,40,0,0,0,3,29,8,29,8,977,287,0,0,0,6.200000,2.200000,0.800000,5.000000,0.363165,0.107085
0,6,6,93.666667,83,0,0,0,0,561,60,561,60,14054,1387,1,0,0,3.400000,0.400000,0.800000,1.400000,0.106155,0.180185
2,2,6,64.000000,52,0,0,0,0,0,0,0,0,0,0,0,0,65,0.318182,0.045455,0.000000,0.272727,0.552413,0.182769
0,2,3,7.000000,395,17,15,50,4,1,0,1,0,17,0,0,0,14,0.600000,0.000000,0.200000,2.600000,0.102227,0.156470
0,2,3,64.500000,167,7,7,10,145,122,16,122,16,2720,432,0,0,0,1.600000,0.000000,0.200000,0.600000,0.123065,0.038976
1,3,4,34.000000,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600000,0.000000,0.000000,0.200000,0.836391,0.448768
0,6,4,27.833333,150,1,1,0,0,467,77,467,77,12354,1909,0,0,0,2.600000,0.200000,0.400000,2.600000,0.120925,0.235612
2,10,11,82.500000,100,120,120,0,0,74,9,74,9,2420,370,2,1,0,0.909091,0.090909,0.136364,0.818182,0.050328,0.004143
1,0,3,0.000000,68,0,0,0,0,6,3,6,3,218,130,0,0,0,0.066667,0.000000,0.000000,0.333333,0.904626,0.056449
1,5,4,17.000000,81,0,0,0,0,2,0,2,0,40,0,0,0,0,1.400000,0.200000,0.066667,0.400000,0.052176,0.027551
1,0,2,0.000000,45,0,0,7,16,31,3,31,3,671,45,0,0,0,0.066667,0.000000,0.000000,0.200000,0.429995,0.036582
1,4,4,39.500000,339,3,3,5,10,21,6,21,6,625,203,1,0,0,0.800000,0.133333,0.133333,0.266667,0.035130,0.004128
0,0,3,0.000000,68,11,10,0,0,75,6,75,6,1884,160,0,0,0,0.800000,0.000000,0.000000,0.200000,0.466637,0.098930
1,11,10,19.272727,133,85,84,104,33,107,9,106,8,3383,297,0,0,0,1.200000,0.000000,0.266667,1.200000,0.036611,0.107085
0,0,2,0.000000,97,2,2,0,0,10,0,10,0,301,0,0,0,0,3.000000,0.600000,0.000000,0.000000,0.457949,0.104024
1,3,6,28.666667,78,0,0,0,0,1,1,1,1,32,32,0,0,0,0.733333,0.066667,0.200000,0.666667,0.058540,0.032823
1,3,11,59.666667,186,10,10,0,0,49,1,49,1,1815,47,2,1,2,1.200000,0.066667,0.000000,0.400000,0.097506,0.432954
0,1,7,18.000000,125,9,9,19,383,8,6,8,6,255,210,1,1,11,0.400000,0.000000,0.200000,3.200000,0.867598,0.423601
0,23,10,54.739130,381,0,0,0,0,16,5,16,5,473,128,4,0,0,9.600000,0.600000,1.000000,6.200000,0.122830,0.029506
1,1,3,37.000000,63,0,0,0,27,23,2,23,2,710,58,0,0,0,0.466667,0.000000,0.000000,0.200000,0.037606,0.022202
0,10,9,101.600000,136,1,1,2,165,408,67,408,67,10822,1905,0,0,0,5.600000,1.800000,0.200000,2.000000,0.111946,0.235612
1,14,9,26.357143,38,0,0,0,0,59,10,59,10,1766,309,0,0,0,1.866667,0.266667,0.200000,1.000000,0.435054,0.235612
0,17,8,50.882353,70,0,0,0,0,2,0,2,0,53,0,1,0,0,8.400000,2.200000,0.200000,4.200000,0.092896,0.125865
1,0,4,0.000000,255,9,9,25,150,2,1,2,1,55,31,0,0,0,0.333333,0.000000,0.000000,0.000000,0.736450,0.169907
2,7,7,23.142857,197,64,64,183,49,5,0,5,0,137,0,1,0,0,1.227273,0.272727,0.090909,0.954545,0.050968,0.137264
1,1,5,9.000000,280,0,0,0,68,0,0,0,0,0,0,1,0,18,0.533333,0.066667,0.000000,0.133333,0.674277,0.970617
0,0,6,0.000000,333,9,9,25,41,36,11,36,11,1180,339,0,0,0,1.400000,0.000000,0.000000,0.400000,0.150618,0.107085
1,0,1,0.000000,209,0,0,0,0,3,0,3,0,64,0,0,0,0,0.000000,0.000000,0.000000,0.066667,0.972752,0.452352
1,1,4,16.000000,114,0,0,0,15,118,9,118,9,3809,238,1,0,11,0.800000,0.000000,0.000000,0.066667,0.295164,0.188164
0,5,5,24.400000,77,0,0,6,45,76,20,76,20,2639,613,1,0,2,5.400000,1.000000,0.400000,1.000000,0.485817,0.132895
1,0,1,0.000000,128,85,84,310,9,12,1,12,1,299,33,1,0,0,0.333333,0.000000,0.000000,0.000000,0.421701,0.902240
1,5,7,12.600000,85,13,13,0,0,79,15,79,15,2204,463,0,0,0,0.733333,0.000000,0.133333,0.866667,0.043121,0.038925
1,2,2,11.500000,46,3,3,14,10,21,3,21,3,737,93,0,0,0,0.533333,0.133333,0.133333,0.733333,0.097177,0.188180
1,0,5,0.000000,369,0,0,0,68,8,2,8,2,272,37,0,0,0,0.200000,0.066667,0.000000,0.066667,0.080515,0.104977
0,0,0,0.000000,44,51,50,132,16,177,71,177,71,4345,1803,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
0,7,3,84.857143,79,0,0,0,0,28,2,28,2,897,93,0,0,0,2.600000,0.200000,0.000000,1.400000,0.419898,0.206311
1,11,11,22.909091,59,49,47,82,18,84,17,84,17,2540,431,4,1,0,1.333333,0.066667,0.000000,0.733333,0.034558,0.004132
0,0,0,0.000000,22,4,4,0,0,198,85,198,85,4856,2146,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
0,0,0,0.000000,128,3,3,0,0,97,45,97,45,2296,1103,0,0,0,0.000000,0.000000,0.000000,0.000000,0.919604,0.235612
0,0,3,0.000000,252,0,0,0,15,6,4,6,4,237,158,0,0,3,1.200000,0.000000,0.000000,0.200000,0.108054,0.171128
1,1,4,15.000000,179,0,0,35,12,18,2,18,2,518,78,0,0,0,0.600000,0.000000,0.000000,0.133333,0.036628,0.022202
0,2,2,92.000000,136,103,100,448,3,85,5,85,5,2271,137,0,0,0,1.400000,0.000000,0.000000,0.600000,0.806058,0.036582
1,1,5,32.000000,52,19,18,0,0,86,18,86,18,2411,464,0,0,0,0.533333,0.066667,0.200000,0.266667,0.040426,0.038925
1,2,4,12.500000,316,8,8,0,0,32,20,32,20,917,542,0,0,44,0.200000,0.000000,0.000000,0.600000,0.105624,0.171128
1,0,2,0.000000,616,9,9,19,427,13,9,13,9,234,170,0,0,11,0.133333,0.000000,0.000000,0.000000,0.485979,0.156470
2,0,2,0.000000,44,5,5,30,4,12,4,12,4,374,118,0,0,7,0.272727,0.000000,0.000000,0.090909,0.345591,0.098393
1,7,6,444.714286,47,0,0,0,0,7,0,7,0,209,0,0,0,4,0.733333,0.266667,0.200000,1.000000,0.425788,0.197846
0,7,5,24.428571,22,0,0,0,16,2,1,2,1,69,21,0,0,0,2.400000,0.000000,0.200000,3.200000,0.114212,0.077266
2,3,2,10.666667,101,17,16,35,38,2,2,2,2,159,159,0,0,4,0.227273,0.000000,0.136364,0.409091,0.788791,0.107085
2,6,10,26.500000,169,21,21,0,0,2,0,2,0,64,0,3,1,3,0.545455,0.045455,0.045455,0.636364,0.356307,0.038473
2,6,7,15.666667,295,6,5,12,11,6,6,6,6,195,195,3,0,6,0.954545,0.045455,0.000000,0.272727,0.562688,0.970439
0,16,8,47.500000,53,1,1,9,19,5,2,5,2,141,75,0,0,0,9.200000,3.600000,0.200000,4.800000,0.105806,0.025889
2,10,9,19.000000,14,1,1,23,8,6,1,6,1,230,38,1,1,0,0.681818,0.000000,0.272727,1.272727,0.064257,0.036516
0,3,7,42.000000,204,0,0,0,77,8,0,8,0,231,0,0,0,9,1.400000,0.000000,0.000000,1.800000,0.122691,0.098393
2,0,3,0.000000,160,99,97,360,110,3,1,3,1,92,35,1,0,0,0.227273,0.000000,0.000000,0.045455,0.080915,0.150753
0,4,4,12.500000,34,0,0,0,4,31,1,27,1,743,16,0,0,0,2.800000,0.400000,0.200000,1.400000,0.635693,0.448768
