priority,NCommentT,NActor,meanCommentSize,ticketCleanedBodyLen,nticketsByCreatorOpen,nClosedticketsByCreatorOpen,nCommentsByCreator,NCommentByActorsT,NticketsCreatedInProject,NticketsCreatedInProjectT,NticketsCreatedInProjectClosed,NticketsCreatedInProjectClosedT,NActivityInProject,NActivityInProjectT,chainLength,longTimeHold,lateTriageDays,InitialActivityCount,InitialActionCount,recentActionCount,recentActivityCount,activitysequence,projectCoverage
1,3,4,33.666667,63,0,0,31,49,10,1,10,1,227,21,0,0,0,0.466667,0.000000,0.066667,0.666667,0.701545,0.357959
0,5,8,16.400000,60,0,0,3,0,26,22,26,22,655,556,0,0,0,4.000000,0.000000,0.000000,2.400000,0.135399,0.215714
0,7,6,20.142857,298,0,0,24,0,3,0,3,0,89,0,2,2,0,4.200000,0.000000,0.000000,2.200000,0.330436,0.970671
0,3,5,67.000000,214,0,0,0,22,2,1,2,1,74,30,0,0,0,3.200000,0.000000,0.200000,2.600000,0.555772,0.100684
1,3,8,42.333333,56,3,3,10,19,6,2,6,2,330,97,1,1,6,1.133333,0.066667,0.066667,1.733333,0.039629,0.495007
0,0,2,0.000000,307,0,0,0,15,24,11,24,11,739,354,0,0,0,0.200000,0.000000,0.000000,0.200000,0.641245,0.104977
1,0,1,0.000000,103,8,8,0,0,10,1,10,1,338,40,0,0,0,0.066667,0.000000,0.000000,0.000000,0.947678,0.192233
1,5,5,19.800000,256,0,0,0,68,8,2,8,2,272,37,0,0,0,0.466667,0.000000,0.066667,0.933333,0.115132,0.104977
2,7,7,32.857143,146,100,99,646,211,71,5,71,5,2378,220,0,0,0,1.045455,0.318182,0.136364,0.409091,0.061397,0.038925
0,2,4,11.500000,50,3,3,27,14,29,6,29,6,879,200,0,0,7,1.600000,0.200000,0.000000,0.600000,0.760343,0.206311
0,5,6,16.200000,61,0,0,0,0,445,78,445,78,11797,2022,1,1,0,3.800000,0.600000,0.000000,1.000000,0.098056,0.443750
1,1,3,289.000000,66,0,0,0,0,2,0,2,0,45,0,0,0,0,0.600000,0.000000,0.000000,0.066667,0.335015,0.035812
1,1,2,42.000000,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0.800000,0.600000,0.000000,0.066667,0.721173,0.724014
1,3,2,186.000000,150,2,2,3,3,33,2,33,2,961,77,0,0,0,0.400000,0.133333,0.000000,0.200000,0.040555,0.098064
1,1,4,115.000000,210,8,8,0,0,85,13,85,13,2583,417,1,0,0,0.533333,0.000000,0.000000,0.266667,0.256114,0.298160
0,7,7,11.285714,230,0,0,0,2,29,6,29,6,879,200,0,0,0,2.200000,0.000000,0.200000,2.200000,0.708899,0.206311
1,2,5,17.500000,155,1,1,1,93,5,4,5,4,136,96,1,0,0,0.800000,0.066667,0.000000,0.333333,0.552730,0.430447
0,4,6,13.250000,66,0,0,0,64,34,0,34,0,1059,0,4,2,0,2.800000,0.800000,0.000000,1.400000,0.254582,0.967264
0,5,5,13.600000,129,2,2,0,0,28,10,26,9,634,199,2,1,2,2.000000,0.000000,0.400000,2.200000,0.141461,0.004513
1,0,3,0.000000,318,0,0,0,68,3,0,3,0,95,0,1,0,0,0.400000,0.000000,0.000000,0.000000,0.912069,0.520031
0,4,8,19.750000,163,0,0,0,0,5,1,5,1,125,25,2,0,3,3.400000,0.000000,0.200000,4.200000,0.355242,0.004134
1,21,11,60.095238,102,1,1,220,73,3,0,3,0,181,0,1,0,0,2.333333,0.066667,1.666667,3.466667,0.042946,0.012131
1,1,5,24.000000,171,1,1,1,93,5,3,5,3,171,113,1,0,0,0.800000,0.066667,0.000000,0.066667,0.494398,0.509172
0,8,5,39.750000,139,24,24,0,0,77,5,77,5,1750,131,0,0,0,3.000000,0.600000,0.200000,2.000000,0.435936,0.038976
1,4,6,19.750000,73,7,6,0,0,110,10,109,10,3214,202,0,0,0,0.800000,0.133333,0.133333,0.600000,0.040735,0.107085
0,1,2,15.000000,80,4,4,0,0,43,10,43,10,1188,228,0,0,0,0.200000,0.000000,0.000000,1.800000,0.909262,0.206311
1,2,8,63.500000,141,0,0,0,0,1,1,1,1,24,24,1,0,11,0.733333,0.000000,0.000000,0.466667,0.038630,0.504295
1,2,3,12.000000,120,9,6,0,0,45,10,45,10,849,161,0,0,0,0.266667,0.000000,0.000000,0.133333,0.055349,0.032823
0,3,4,39.333333,122,1,1,25,27,1,0,1,0,44,0,1,0,4,2.200000,0.600000,0.400000,0.800000,0.597189,0.076148
1,0,4,0.000000,636,8,8,0,0,21,9,21,9,800,353,0,0,0,0.666667,0.000000,0.000000,0.066667,0.047166,0.108369
2,9,6,22.000000,127,3,3,0,0,21,4,21,4,518,107,1,1,0,0.954545,0.318182,0.045455,1.136364,0.297601,0.409768
2,1,6,171.000000,155,105,101,406,118,15,3,15,3,555,130,1,0,0,0.772727,0.136364,0.000000,0.136364,0.053458,0.004274
0,3,7,74.666667,128,1,1,0,0,139,36,139,36,4154,1014,2,0,2,6.000000,0.800000,0.200000,1.000000,0.133197,0.323325
1,4,6,39.500000,99,1,1,15,26,72,13,72,13,2056,455,0,0,0,1.333333,1.000000,0.066667,0.933333,0.032699,0.182769
0,9,6,46.888889,28,5,5,4,5,21,2,20,2,437,40,0,0,0,4.000000,1.000000,0.600000,2.000000,0.513003,0.448768
1,4,8,123.500000,107,81,81,265,30,42,18,42,18,1005,530,2,0,0,1.066667,0.000000,0.000000,0.400000,0.317617,0.089490
0,9,6,52.888889,82,0,0,0,0,4,3,4,3,147,130,0,0,0,5.800000,1.200000,1.200000,3.400000,0.094815,0.182769
1,7,7,11.000000,97,66,66,0,0,8,1,8,1,259,27,1,0,0,0.933333,0.133333,0.066667,0.800000,0.117209,0.004242
1,7,8,44.285714,115,1,1,0,0,9,2,8,1,276,60,3,0,0,1.333333,0.133333,0.000000,0.466667,0.040302,0.004140
0,2,5,43.000000,87,0,0,0,0,42,2,42,2,1373,44,0,0,0,1.000000,0.000000,0.200000,1.600000,0.401686,0.206311
1,0,3,0.000000,341,8,8,0,0,34,21,34,21,671,409,0,0,0,0.066667,0.000000,0.000000,0.133333,0.106613,0.150463
0,10,10,15.000000,185,0,0,0,18,4,1,4,1,214,24,0,0,0,4.600000,1.000000,0.800000,6.400000,0.133910,0.108369
1,2,6,19.000000,121,1,1,0,0,11,5,11,5,356,182,1,0,0,1.333333,0.133333,0.133333,0.533333,0.453935,0.472646
0,8,10,34.375000,310,0,0,0,18,4,1,4,1,214,24,0,0,0,3.400000,1.000000,1.400000,5.600000,0.108986,0.108369
1,0,2,0.000000,163,3,2,0,0,3,1,3,1,55,13,0,0,0,0.600000,0.066667,0.000000,0.000000,0.051040,0.116856
2,15,9,29.666667,93,106,106,0,0,78,9,78,9,2411,296,1,0,0,2.045455,0.590909,0.045455,0.681818,0.052134,0.022567
2,3,4,45.666667,53,0,0,0,0,6,1,6,1,237,22,1,0,0,1.272727,0.181818,0.000000,0.136364,0.058321,0.155131
0,2,4,1939.000000,42,0,0,1,12,15,4,15,4,488,165,1,0,0,2.200000,0.000000,0.200000,0.600000,0.558378,0.004403
0,9,5,17.666667,25,0,0,0,0,5,0,5,0,85,0,1,1,12,2.400000,0.200000,0.600000,4.400000,0.096361,0.005674
0,1,2,41.000000,67,3,3,36,10,542,110,542,110,13991,2676,0,0,0,1.000000,0.400000,0.200000,1.200000,0.220463,0.235612
1,0,3,0.000000,81,0,0,0,0,74,15,73,15,2447,578,0,0,0,0.466667,0.000000,0.000000,0.000000,0.050326,0.182769
2,0,2,0.000000,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227273,0.090909,0.000000,0.000000,0.144321,0.519413
1,5,9,14.400000,96,6,6,0,0,26,6,26,6,961,248,1,0,0,1.133333,0.000000,0.066667,0.800000,0.047306,0.008017
1,4,6,20.500000,37,8,8,106,95,29,12,29,12,807,346,2,1,0,0.533333,0.000000,0.066667,0.866667,0.113662,0.527734
2,3,5,10.333333,74,1,1,31,30,4,2,4,2,104,58,0,0,0,0.954545,0.045455,0.045455,0.500000,0.095018,0.150463
0,2,3,5.000000,44,0,0,0,0,4,1,4,1,160,24,0,0,0,0.800000,0.000000,0.200000,2.400000,0.825650,0.299339
2,23,14,32.739130,681,0,0,0,0,2,0,2,0,142,0,5,0,17,2.954545,0.181818,0.045455,1.227273,0.054284,0.004130
0,11,11,40.272727,67,0,0,0,4,11,0,11,0,352,0,1,0,0,7.600000,0.200000,1.200000,5.200000,0.095592,0.057839
0,0,3,0.000000,26,61,60,116,15,30,9,30,9,772,233,0,0,0,0.600000,0.000000,0.000000,0.000000,0.911370,0.038976
1,1,3,10.000000,251,0,0,0,33,11,7,11,7,244,139,1,0,0,0.400000,0.000000,0.000000,0.066667,0.041916,0.470027
1,8,7,15.625000,17,1,1,2,3,100,28,99,27,3232,907,0,0,0,1.533333,0.066667,0.000000,0.533333,0.035821,0.182769
2,4,7,18.250000,136,81,80,120,20,9,2,9,2,345,57,2,1,57,0.227273,0.000000,0.136364,1.136364,0.249813,0.061066
1,15,8,22.333333,101,0,0,0,0,101,17,100,17,3063,455,2,0,0,2.733333,0.066667,0.133333,1.333333,0.081344,0.189417
2,4,7,15.750000,55,4,4,0,0,0,0,0,0,0,0,1,0,0,0.545455,0.000000,0.000000,0.318182,0.733115,0.010909
1,4,6,20.750000,103,1,1,9,37,56,10,56,10,1333,197,1,0,0,0.800000,0.066667,0.200000,0.666667,0.044858,0.049914
1,3,8,53.000000,442,0,0,0,68,0,0,0,0,0,0,4,1,34,0.666667,0.066667,0.200000,1.400000,0.596323,0.968690
0,4,6,197.750000,90,1,1,6,0,28,10,26,9,634,199,3,2,0,2.600000,0.000000,0.200000,2.200000,0.707522,0.954223
1,0,6,0.000000,166,0,0,0,0,42,4,42,4,1307,112,1,0,11,0.666667,0.200000,0.000000,0.266667,0.107204,0.392343
0,0,3,0.000000,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3.200000,0.000000,0.000000,0.600000,0.737858,0.182167
2,0,1,0.000000,155,0,0,188,50,68,12,68,12,1865,332,0,0,0,0.045455,0.000000,0.000000,0.000000,0.326771,0.038925
0,0,2,0.000000,85,0,0,0,0,30,3,30,3,865,97,0,0,0,0.600000,0.000000,0.000000,0.000000,0.910545,0.038925
0,2,4,9.000000,150,81,79,102,6,4,0,3,0,179,0,0,0,0,5.000000,0.800000,0.000000,0.400000,0.453421,0.104024
0,3,7,132.000000,2379,0,0,0,0,29,2,29,2,981,38,0,0,0,4.800000,1.600000,0.200000,3.000000,0.407340,0.182769
1,21,6,43.952381,119,0,0,0,19,10,2,10,2,291,53,1,0,0,3.400000,0.666667,0.200000,1.800000,0.453689,0.391384
0,0,1,0.000000,468,0,0,2,11,154,18,154,18,3686,402,0,0,0,0.200000,0.000000,0.000000,0.200000,0.913040,0.098930
2,1,4,10.000000,118,48,46,89,9,4,1,4,1,154,49,1,0,0,0.636364,0.000000,0.000000,0.045455,0.070063,0.011659
0,3,5,29.333333,80,1,1,0,0,124,27,124,27,3048,572,1,0,0,3.800000,0.200000,0.400000,1.600000,0.104441,0.049914
2,1,2,89.000000,114,42,41,113,28,16,1,16,1,448,13,0,0,0,0.363636,0.090909,0.000000,0.045455,0.719053,0.104024
1,1,5,8.000000,128,7,7,0,0,98,16,98,16,3041,600,2,0,0,0.600000,0.000000,0.000000,0.133333,0.694719,0.008350
0,3,4,18.333333,136,0,0,0,0,12,2,12,2,399,67,0,0,5,0.800000,0.000000,1.600000,2.400000,0.587731,0.100638
2,6,7,18.000000,90,109,95,0,0,2,0,2,0,47,0,4,0,0,0.772727,0.000000,0.045455,0.500000,0.055443,0.004128
1,2,6,13.000000,286,0,0,0,0,1,0,1,0,66,0,2,0,26,1.266667,0.000000,0.066667,0.666667,0.033123,0.139041
0,1,3,26.000000,47,50,48,101,51,79,30,79,30,1713,521,0,0,0,1.200000,0.000000,0.200000,1.600000,0.139070,0.038976
0,4,5,14.000000,84,0,0,8,10,0,0,0,0,0,0,0,0,0,2.000000,0.200000,0.200000,2.400000,0.104180,0.004134
1,6,6,80.166667,387,0,0,0,7,2,1,2,1,36,19,0,0,0,2.400000,0.533333,0.200000,0.666667,0.031347,0.025712
0,0,2,0.000000,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1.200000,0.000000,0.000000,0.200000,0.810112,0.242054
1,2,7,7.500000,13,4,4,70,0,78,14,78,14,2348,452,1,0,23,1.133333,0.000000,0.000000,0.533333,0.470621,0.219443
2,1,3,46.000000,104,37,37,0,0,30,4,30,4,970,150,1,0,0,0.681818,0.090909,0.045455,0.045455,0.069240,0.042510
2,0,1,0.000000,98,106,104,388,116,0,0,0,0,0,0,0,0,0,0.090909,0.000000,0.000000,0.000000,0.849667,0.007999
1,6,6,143.833333,171,37,36,50,33,0,0,0,0,0,0,0,0,0,1.200000,0.066667,0.066667,0.733333,0.046426,0.195721
1,0,2,0.000000,255,0,0,0,27,1,0,1,0,23,0,0,0,0,0.066667,0.000000,0.000000,0.000000,0.297114,0.129361
1,4,7,14.000000,87,7,7,10,14,76,8,76,8,2454,282,1,0,0,0.800000,0.133333,0.066667,0.666667,0.042369,0.153865
0,2,4,22.000000,59,0,0,7,2,1,1,1,1,39,39,0,0,14,1.200000,0.200000,0.000000,1.000000,0.275268,0.199105
1,4,5,33.750000,190,89,89,0,0,6,2,5,1,213,88,3,1,0,0.733333,0.133333,0.200000,0.800000,0.038482,0.034869
0,3,4,29.666667,126,1,1,4,47,8,1,8,1,187,18,1,0,0,3.000000,1.200000,0.000000,0.600000,0.123432,0.187955
0,3,4,39.333333,22,0,0,29,290,150,12,150,12,3695,345,0,0,0,3.400000,0.000000,0.200000,2.000000,0.114730,0.098930
1,10,7,19.800000,94,1,1,7,0,16,0,16,0,460,0,2,0,3,2.800000,0.266667,0.133333,1.000000,0.399283,0.013097
1,0,1,0.000000,59,1,1,0,0,64,13,64,13,1833,339,0,0,0,0.266667,0.066667,0.000000,0.000000,0.724454,0.357736
1,6,5,21.833333,26,0,0,0,0,22,7,22,7,711,232,0,0,0,0.733333,0.200000,0.000000,0.400000,0.299358,0.004836
2,2,4,13.000000,24,1,1,57,0,16,4,16,4,569,154,1,0,4,0.454545,0.000000,0.045455,0.545455,0.050737,0.063132
0,5,5,97.200000,130,1,1,0,0,32,4,32,4,1067,141,1,0,0,2.000000,0.000000,0.600000,2.000000,0.300107,0.087958
2,20,7,55.200000,274,0,0,0,0,0,0,0,0,0,0,1,0,0,2.590909,0.818182,0.090909,1.227273,0.266625,0.520031
0,2,6,14.000000,62,62,61,120,19,60,10,60,10,1830,352,1,0,0,2.000000,0.000000,0.200000,1.400000,0.283593,0.221821
0,2,6,25.000000,72,0,0,0,0,0,0,0,0,0,0,1,1,0,2.200000,0.200000,0.400000,2.200000,0.681446,0.970132
1,6,7,66.500000,159,10,10,45,3,17,3,17,3,481,118,1,1,0,0.933333,0.066667,0.200000,0.866667,0.037136,0.014323
1,1,1,30.000000,40,0,0,0,2,22,3,22,3,471,95,0,0,0,0.400000,0.200000,0.000000,0.066667,0.801505,0.423190
0,8,8,36.750000,58,6,6,0,0,330,37,330,37,8393,946,0,0,0,4.600000,1.200000,0.000000,1.800000,0.473956,0.235612
1,4,7,109.250000,54,1,1,5,17,29,4,29,4,955,100,1,1,0,1.000000,0.200000,0.000000,0.400000,0.037497,0.060341
2,0,2,0.000000,67,0,0,17,0,6,0,6,0,180,0,0,0,0,0.318182,0.045455,0.000000,0.181818,0.061685,0.032207
1,2,2,19.000000,30,2,2,2,0,10,3,10,3,520,188,0,0,7,0.533333,0.000000,0.000000,0.133333,0.570066,0.360528
2,0,4,0.000000,42,2,2,11,1,3,0,3,0,139,0,2,1,0,0.590909,0.045455,0.000000,0.090909,0.053010,0.398441
1,3,4,6.000000,167,0,0,89,93,37,9,37,9,1175,339,0,0,43,0.600000,0.066667,0.133333,0.866667,0.042837,0.098393
1,2,6,31.000000,136,10,10,0,0,9,1,9,1,303,47,0,0,16,0.200000,0.000000,0.133333,0.466667,0.039453,0.015861
2,0,2,0.000000,84,140,139,503,114,2,0,2,0,28,0,0,0,0,0.090909,0.000000,0.000000,0.045455,0.298987,0.256574
2,1,3,15.000000,94,35,35,0,0,17,2,17,2,396,49,1,0,0,0.272727,0.000000,0.000000,0.045455,0.288763,0.004134
0,2,1,9.000000,78,1,1,9,17,140,24,140,24,3347,667,0,0,0,1.000000,0.000000,0.000000,0.400000,0.888123,0.098930
0,1,5,36.000000,73,0,0,6,2,5,1,5,1,137,13,0,0,0,3.000000,0.600000,0.400000,1.800000,0.086942,0.132567
1,0,2,0.000000,178,0,0,0,15,24,6,24,6,1036,216,1,0,2,0.733333,0.000000,0.000000,0.200000,0.489741,0.495007
1,7,7,24.857143,136,62,61,120,9,7,0,7,0,230,0,0,0,7,0.866667,0.000000,0.000000,0.666667,0.043623,0.115014
1,11,10,52.454545,649,0,0,4,9,77,12,77,12,2107,288,2,0,0,3.133333,0.666667,0.133333,0.733333,0.036944,0.026683
2,2,4,69.000000,150,18,18,0,0,6,1,6,1,173,42,1,0,0,0.272727,0.000000,0.045455,0.363636,0.057563,0.004129
0,2,4,60.000000,39,2,2,8,0,1,1,1,1,30,30,0,0,0,1.000000,0.000000,0.200000,1.800000,0.798991,0.045969
2,6,6,17.833333,139,62,62,134,32,6,0,6,0,171,0,2,0,0,0.681818,0.090909,0.000000,0.318182,0.059804,0.004154
0,2,4,43.000000,443,0,0,0,0,330,37,330,37,8393,946,0,0,0,2.000000,0.200000,0.000000,0.600000,0.896196,0.235612
0,5,6,26.600000,208,0,0,0,15,1,1,1,1,28,28,0,0,0,4.000000,0.800000,0.000000,1.200000,0.477508,0.129361
1,7,5,62.714286,131,0,0,0,5,73,14,73,14,2083,482,1,0,18,1.266667,0.000000,0.000000,0.466667,0.047286,0.076550
0,1,4,7.000000,124,1,1,0,0,130,12,130,12,3621,328,0,0,0,1.200000,0.000000,0.200000,1.600000,0.735529,0.098930
0,0,1,0.000000,103,76,75,111,46,53,6,53,6,1428,142,0,0,0,0.200000,0.000000,0.000000,0.000000,0.913166,0.206311
1,1,4,115.000000,107,21,21,0,0,13,2,13,2,392,100,0,0,0,0.600000,0.133333,0.000000,0.133333,0.737359,0.097292
0,1,3,18.000000,44,1,1,49,1,3,2,3,2,79,44,0,0,0,2.200000,0.000000,0.000000,0.600000,0.145509,0.165232
1,0,4,0.000000,136,2,2,0,0,95,23,95,23,3061,741,0,0,0,0.466667,0.000000,0.000000,0.066667,0.050437,0.182769
0,1,5,2.000000,75,0,0,3,0,3,1,3,1,133,39,0,0,0,1.200000,0.000000,0.200000,1.800000,0.135084,0.098393
0,2,5,11.500000,222,8,8,24,542,40,1,38,1,1148,32,0,0,0,1.400000,0.000000,0.200000,1.600000,0.137656,0.104977
2,6,8,29.666667,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681818,0.090909,0.090909,0.727273,0.050460,0.100292
1,2,3,9.000000,47,0,0,0,0,18,5,18,5,439,112,1,0,0,1.266667,0.066667,0.000000,0.200000,0.346943,0.004206
1,4,4,14.500000,99,7,7,0,0,3,1,3,1,117,44,1,0,0,0.333333,0.000000,0.000000,0.266667,0.120812,0.004432
2,2,9,72.000000,121,48,47,0,0,6,1,6,1,254,45,1,1,2,0.681818,0.090909,0.045455,0.545455,0.402761,0.278733
0,5,4,16.000000,60,1,1,7,0,3,0,3,0,81,0,0,0,10,2.800000,0.400000,0.000000,1.200000,0.099331,0.149885
1,2,6,60.500000,34,0,0,0,0,1,1,1,1,25,25,0,0,0,0.733333,0.000000,0.133333,0.800000,0.045448,0.032207
2,19,8,38.052632,113,53,53,0,0,6,2,6,2,213,57,1,0,5,2.045455,0.181818,0.136364,1.000000,0.060064,0.258826
0,2,5,16.000000,120,1,0,0,1,0,0,0,0,0,0,1,0,10,1.400000,0.000000,0.000000,1.000000,0.852888,0.192233
0,3,8,42.666667,122,2,0,0,0,22,0,21,0,780,0,3,1,0,1.600000,0.000000,0.000000,2.400000,0.436973,0.050415
1,5,9,22.200000,110,3,3,9,6,5,0,5,0,181,0,4,0,0,1.466667,0.133333,0.000000,0.400000,0.531284,0.970670
0,9,6,78.666667,115,1,1,0,0,527,45,527,45,12690,969,0,0,0,3.600000,0.400000,0.600000,3.800000,0.151310,0.235612
1,0,5,0.000000,201,0,0,0,68,0,0,0,0,0,0,1,0,18,0.466667,0.066667,0.000000,0.333333,0.339483,0.356674
1,0,4,0.000000,154,0,0,0,0,89,13,89,13,3028,487,1,0,0,0.666667,0.133333,0.000000,0.066667,0.300587,0.404588
1,6,5,15.000000,216,1,1,32,22,0,0,0,0,0,0,1,0,0,0.800000,0.000000,0.000000,0.400000,0.407874,0.004132
0,5,7,22.200000,64,34,33,43,17,0,0,0,0,0,0,2,1,0,2.000000,0.000000,1.200000,5.400000,0.095062,0.248506
1,0,3,0.000000,105,0,0,0,0,12,3,12,3,363,96,0,0,4,0.266667,0.000000,0.000000,0.000000,0.086045,0.025712
0,0,4,0.000000,352,9,9,25,106,4,0,4,0,109,0,0,0,0,1.600000,0.000000,0.000000,0.600000,0.098435,0.169907
1,0,3,0.000000,305,9,9,25,166,2,1,2,1,55,31,1,0,0,0.400000,0.000000,0.000000,0.000000,0.636834,0.196468
0,3,4,12.333333,51,0,0,0,44,9,8,8,7,173,156,0,0,0,1.200000,0.000000,0.400000,3.400000,0.130451,0.242054
2,6,7,223.666667,191,59,56,109,35,55,5,53,3,2023,129,2,0,30,1.136364,0.136364,0.045455,0.727273,0.052316,0.970447
0,3,4,19.333333,104,0,0,0,0,1,0,1,0,23,0,0,0,12,3.200000,0.000000,0.200000,2.200000,0.264619,0.004628
1,1,4,18.000000,63,1,1,0,0,0,0,0,0,0,0,1,0,0,0.600000,0.000000,0.066667,0.400000,0.516192,0.018017
2,6,6,24.833333,69,5,5,0,0,54,11,54,11,1469,301,1,0,0,0.590909,0.000000,0.045455,0.500000,0.055398,0.077799
1,3,5,56.333333,83,28,27,0,0,7,1,7,1,228,19,2,0,0,1.133333,0.066667,0.000000,0.200000,0.396786,0.820203
1,2,4,23.000000,146,3,2,0,0,57,7,57,7,1489,225,0,0,0,0.200000,0.000000,0.133333,0.333333,0.914089,0.038976
1,0,0,0.000000,65,29,28,82,14,9,5,9,5,296,190,0,0,0,0.000000,0.000000,0.000000,0.000000,0.975212,0.098721
1,5,5,64.600000,529,0,0,0,0,3,2,3,2,101,72,0,0,0,0.733333,0.000000,0.066667,0.800000,0.039131,0.006848
1,0,3,0.000000,273,0,0,0,68,1,0,1,0,47,0,1,1,0,0.133333,0.000000,0.000000,0.200000,0.914260,0.967227
0,3,4,21.666667,41,2,2,6,7,1,1,1,1,40,40,2,1,0,1.000000,0.200000,0.000000,0.600000,0.826677,0.865227
0,3,4,20.666667,66,0,0,0,7,105,40,105,40,2474,977,0,0,0,2.000000,0.200000,0.400000,1.600000,0.112872,0.235612
